縣市,鄉鎮市區,112H2宅數,112H2比率(%)
南投縣,全區,20627,11.00
南投縣,南投市,3604,9.00
南投縣,埔里鎮,3289,10.00
南投縣,草屯鎮,3449,9.00
南投縣,竹山鎮,2648,12.00
南投縣,集集鎮,513,14.00
南投縣,名間鄉,1395,11.00
南投縣,鹿谷鄉,1059,17.00
南投縣,中寮鄉,824,17.00
南投縣,魚池鄉,654,14.00
南投縣,國姓鄉,1087,18.00
南投縣,水里鄉,927,15.00
南投縣,信義鄉,481,14.00
南投縣,仁愛鄉,697,20.00
