縣市,鄉鎮市區,108宅數,108比率(%)
南投縣,全區,18904,11.34
南投縣,南投市,3378,9.65
南投縣,埔里鎮,3160,10.54
南投縣,草屯鎮,3116,9.30
南投縣,竹山鎮,2509,12.51
南投縣,集集鎮,434,12.16
南投縣,名間鄉,1267,10.86
南投縣,鹿谷鄉,806,14.28
南投縣,中寮鄉,754,16.42
南投縣,魚池鄉,621,13.75
南投縣,國姓鄉,978,17.20
南投縣,水里鄉,844,14.32
南投縣,信義鄉,408,13.00
南投縣,仁愛鄉,629,18.47
