縣市,鄉鎮市區,村里,104年宅數,104年比例
南投縣,南投市,龍泉里,40,10.37%
南投縣,南投市,康壽里,79,10.96%
南投縣,南投市,三民里,45,11.32%
南投縣,南投市,仁和里,19,8.78%
南投縣,南投市,南投里,24,9.81%
南投縣,南投市,彰仁里,26,14.19%
南投縣,南投市,崇文里,96,17.40%
南投縣,南投市,漳興里,112,10.34%
南投縣,南投市,漳和里,235,8.46%
南投縣,南投市,軍功里,243,13.00%
南投縣,南投市,東山里,23,18.28%
南投縣,南投市,平和里,316,11.60%
南投縣,南投市,振興里,63,8.39%
南投縣,南投市,千秋里,33,9.59%
南投縣,南投市,三興里,166,7.82%
南投縣,南投市,三和里,143,11.69%
南投縣,南投市,嘉興里,85,11.31%
南投縣,南投市,嘉和里,224,11.74%
南投縣,南投市,福山里,75,12.68%
南投縣,南投市,永興里,18,8.16%
南投縣,南投市,鳳鳴里,17,14.29%
南投縣,南投市,鳳山里,20,8.88%
南投縣,南投市,平山里,211,9.58%
南投縣,南投市,新興里,184,9.19%
南投縣,南投市,永豐里,117,10.13%
南投縣,南投市,福興里,196,15.37%
南投縣,南投市,營北里,290,11.39%
南投縣,南投市,營南里,125,12.87%
南投縣,南投市,內興里,376,13.57%
南投縣,南投市,內新里,61,11.09%
南投縣,南投市,光華里,4,13.33%
南投縣,南投市,光榮里,62,19.46%
南投縣,南投市,光明里,4,15.38%
南投縣,南投市,光輝里,28,12.70%
南投縣,埔里鎮,東門里,146,10.65%
南投縣,埔里鎮,南門里,51,12.19%
南投縣,埔里鎮,西門里,156,11.40%
南投縣,埔里鎮,北門里,114,10.77%
南投縣,埔里鎮,同聲里,88,9.63%
南投縣,埔里鎮,薰化里,67,12.16%
南投縣,埔里鎮,清新里,165,9.80%
南投縣,埔里鎮,大城里,304,10.96%
南投縣,埔里鎮,籃城里,54,15.63%
南投縣,埔里鎮,枇杷里,388,11.53%
南投縣,埔里鎮,水頭里,226,13.97%
南投縣,埔里鎮,麒麟里,78,16.07%
南投縣,埔里鎮,珠格里,17,5.24%
南投縣,埔里鎮,溪南里,32,8.74%
南投縣,埔里鎮,桃米里,85,15.88%
南投縣,埔里鎮,成功里,20,20.34%
南投縣,埔里鎮,南村里,97,16.32%
南投縣,埔里鎮,愛蘭里,96,14.10%
南投縣,埔里鎮,鐵山里,77,10.21%
南投縣,埔里鎮,房里里,49,10.45%
南投縣,埔里鎮,向善里,46,16.58%
南投縣,埔里鎮,一新里,26,12.00%
南投縣,埔里鎮,廣成里,64,15.38%
南投縣,埔里鎮,史港里,26,11.69%
南投縣,埔里鎮,福興里,58,14.12%
南投縣,埔里鎮,牛眠里,120,11.36%
南投縣,埔里鎮,大湳里,91,13.31%
南投縣,埔里鎮,蜈蚣里,170,15.78%
南投縣,埔里鎮,合成里,86,13.08%
南投縣,埔里鎮,北安里,118,9.10%
南投縣,埔里鎮,杷城里,97,9.27%
南投縣,埔里鎮,北梅里,140,9.96%
南投縣,埔里鎮,泰安里,65,8.12%
南投縣,草屯鎮,玉峰里,103,10.77%
南投縣,草屯鎮,炎峰里,105,10.27%
南投縣,草屯鎮,和平里,50,9.44%
南投縣,草屯鎮,敦和里,228,8.88%
