縣市,鄉鎮市區,村里,101年宅數,101年比例
花蓮縣,花蓮市,民立里,95,12.39%
花蓮縣,花蓮市,民運里,151,12.84%
花蓮縣,花蓮市,民族里,48,19.07%
花蓮縣,花蓮市,主信里,83,24.38%
花蓮縣,花蓮市,主睦里,81,22.55%
花蓮縣,花蓮市,主和里,152,12.06%
花蓮縣,花蓮市,國威里,127,17.41%
花蓮縣,花蓮市,國風里,187,14.30%
花蓮縣,花蓮市,民德里,128,13.86%
花蓮縣,花蓮市,民意里,203,17.84%
花蓮縣,花蓮市,民治里,34,28.00%
花蓮縣,花蓮市,主義里,31,14.61%
花蓮縣,花蓮市,主工里,45,15.14%
花蓮縣,花蓮市,主農里,178,11.85%
花蓮縣,花蓮市,國治里,72,14.63%
花蓮縣,花蓮市,國富里,331,12.26%
花蓮縣,花蓮市,民政里,219,11.37%
花蓮縣,花蓮市,民勤里,180,12.10%
花蓮縣,花蓮市,民生里,81,15.30%
花蓮縣,花蓮市,主商里,39,13.25%
花蓮縣,花蓮市,主學里,125,15.26%
花蓮縣,花蓮市,國光里,132,20.53%
花蓮縣,花蓮市,國聯里,444,22.70%
花蓮縣,花蓮市,國強里,70,10.07%
花蓮縣,花蓮市,民心里,46,13.49%
花蓮縣,花蓮市,民樂里,102,20.59%
花蓮縣,花蓮市,民主里,69,20.37%
花蓮縣,花蓮市,主勤里,61,16.84%
花蓮縣,花蓮市,主力里,194,13.99%
花蓮縣,花蓮市,國安里,45,14.80%
花蓮縣,花蓮市,國魂里,110,11.90%
花蓮縣,花蓮市,國慶里,79,16.41%
花蓮縣,花蓮市,民享里,164,10.59%
花蓮縣,花蓮市,民有里,33,15.17%
花蓮縣,花蓮市,民權里,51,20.59%
花蓮縣,花蓮市,主計里,46,11.21%
花蓮縣,花蓮市,主權里,255,10.69%
花蓮縣,花蓮市,國華里,124,13.49%
花蓮縣,花蓮市,國防里,84,19.43%
花蓮縣,花蓮市,國福里,73,12.75%
花蓮縣,花蓮市,國裕里,304,14.21%
花蓮縣,花蓮市,主安里,102,10.76%
花蓮縣,花蓮市,國盛里,729,23.19%
花蓮縣,花蓮市,國興里,167,8.72%
花蓮縣,花蓮市,民孝里,139,9.04%
花蓮縣,鳳林鎮,鳳仁里,80,14.09%
花蓮縣,鳳林鎮,鳳義里,55,20.30%
花蓮縣,鳳林鎮,鳳禮里,48,16.19%
花蓮縣,鳳林鎮,鳳智里,108,16.09%
花蓮縣,鳳林鎮,鳳信里,121,18.75%
花蓮縣,鳳林鎮,山興里,65,30.20%
花蓮縣,鳳林鎮,大榮里,118,20.96%
花蓮縣,鳳林鎮,北林里,62,25.00%
花蓮縣,鳳林鎮,南平里,57,19.90%
花蓮縣,鳳林鎮,林榮里,84,20.00%
花蓮縣,鳳林鎮,長橋里,93,19.05%
花蓮縣,鳳林鎮,森榮里,36,33.33%
花蓮縣,玉里鎮,中城里,284,11.84%
花蓮縣,玉里鎮,啟模里,172,19.62%
花蓮縣,玉里鎮,永昌里,111,19.07%
花蓮縣,玉里鎮,泰昌里,104,18.18%
花蓮縣,玉里鎮,國武里,99,16.42%
花蓮縣,玉里鎮,源城里,53,11.97%
花蓮縣,玉里鎮,長良里,45,19.44%
花蓮縣,玉里鎮,樂合里,85,18.94%
花蓮縣,玉里鎮,東豐里,52,26.97%
花蓮縣,玉里鎮,觀音里,115,17.27%
花蓮縣,玉里鎮,松浦里,127,21.50%
花蓮縣,玉里鎮,春日里,79,20.07%
花蓮縣,玉里鎮,德武里,40,14.16%
花蓮縣,玉里鎮,三民里,81,17.84%
花蓮縣,玉里鎮,大禹里,98,18.36%
花蓮縣,新城鄉,新城村,139,19.28%
花蓮縣,新城鄉,順安村,71,18.77%
花蓮縣,新城鄉,康樂村,196,17.75%
花蓮縣,新城鄉,北埔村,220,12.82%
花蓮縣,新城鄉,佳林村,40,10.48%
花蓮縣,新城鄉,嘉里村,241,15.74%
花蓮縣,新城鄉,嘉新村,144,19.79%
花蓮縣,新城鄉,大漢村,146,12.94%
花蓮縣,吉安鄉,北昌村,361,10.82%
