縣市,鄉鎮市區,村里,103年宅數,103年比例
澎湖縣,馬公市,復興里,19,14.74%
澎湖縣,馬公市,長安里,19,7.73%
澎湖縣,馬公市,中央里,30,11.48%
澎湖縣,馬公市,啟明里,34,10.98%
澎湖縣,馬公市,重慶里,33,8.13%
澎湖縣,馬公市,中興里,28,7.84%
澎湖縣,馬公市,光復里,65,7.89%
澎湖縣,馬公市,光榮里,121,6.83%
澎湖縣,馬公市,光明里,75,14.16%
澎湖縣,馬公市,朝陽里,119,5.67%
澎湖縣,馬公市,陽明里,96,9.72%
澎湖縣,馬公市,重光里,43,7.89%
澎湖縣,馬公市,西衛里,120,7.76%
澎湖縣,馬公市,西文里,137,12.16%
澎湖縣,馬公市,東文里,108,8.57%
澎湖縣,馬公市,案山里,43,7.51%
澎湖縣,馬公市,光華里,18,14.66%
澎湖縣,馬公市,前寮里,28,10.53%
澎湖縣,馬公市,石泉里,71,7.35%
澎湖縣,馬公市,菜園里,11,7.89%
澎湖縣,馬公市,東衛里,59,7.95%
澎湖縣,馬公市,安宅里,32,14.77%
澎湖縣,馬公市,烏崁里,51,14.54%
澎湖縣,馬公市,興仁里,32,9.31%
澎湖縣,馬公市,鐵線里,21,10.66%
澎湖縣,馬公市,山水里,60,11.39%
澎湖縣,馬公市,鎖港里,58,6.56%
澎湖縣,馬公市,五德里,15,15.69%
澎湖縣,馬公市,井垵里,8,6.41%
澎湖縣,馬公市,?裡里,28,8.62%
澎湖縣,馬公市,風櫃里,41,9.62%
澎湖縣,馬公市,虎井里,50,23.13%
澎湖縣,馬公市,桶盤里,0,0.00%
澎湖縣,湖西鄉,湖西村,49,12.73%
澎湖縣,湖西鄉,湖東村,29,20.95%
澎湖縣,湖西鄉,青螺村,8,8.06%
澎湖縣,湖西鄉,白坑村,12,16.00%
澎湖縣,湖西鄉,南寮村,53,17.84%
澎湖縣,湖西鄉,北寮村,9,8.75%
澎湖縣,湖西鄉,紅羅村,41,17.52%
澎湖縣,湖西鄉,西溪村,42,18.95%
澎湖縣,湖西鄉,成功村,40,15.38%
澎湖縣,湖西鄉,東石村,9,18.42%
澎湖縣,湖西鄉,中西村,16,16.33%
澎湖縣,湖西鄉,潭邊村,25,20.65%
澎湖縣,湖西鄉,鼎灣村,31,18.66%
澎湖縣,湖西鄉,許家村,14,10.39%
澎湖縣,湖西鄉,沙港村,53,15.98%
澎湖縣,湖西鄉,城北村,20,21.43%
澎湖縣,湖西鄉,太武村,6,22.73%
澎湖縣,湖西鄉,隘門村,37,13.57%
澎湖縣,湖西鄉,林投村,43,13.14%
澎湖縣,湖西鄉,尖山村,23,12.74%
澎湖縣,湖西鄉,龍門村,74,13.17%
澎湖縣,湖西鄉,?葉村,48,17.68%
澎湖縣,白沙鄉,中屯村,49,25.68%
澎湖縣,白沙鄉,講美村,36,15.00%
澎湖縣,白沙鄉,城前村,12,26.92%
澎湖縣,白沙鄉,鎮海村,6,9.52%
澎湖縣,白沙鄉,港子村,43,25.69%
澎湖縣,白沙鄉,岐頭村,27,28.38%
澎湖縣,白沙鄉,小赤村,19,22.22%
澎湖縣,白沙鄉,赤崁村,46,8.05%
澎湖縣,白沙鄉,瓦硐村,41,29.29%
澎湖縣,白沙鄉,後寮村,90,25.60%
澎湖縣,白沙鄉,通梁村,60,18.52%
澎湖縣,白沙鄉,吉貝村,65,17.35%
澎湖縣,白沙鄉,鳥嶼村,22,8.63%
澎湖縣,白沙鄉,員貝村,3,7.89%
澎湖縣,白沙鄉,大倉村,4,10.34%
澎湖縣,西嶼鄉,橫礁村,12,14.29%
澎湖縣,西嶼鄉,合界村,26,15.65%
澎湖縣,西嶼鄉,小門村,11,15.52%
澎湖縣,西嶼鄉,竹灣村,88,22.74%
澎湖縣,西嶼鄉,大池村,30,11.40%
澎湖縣,西嶼鄉,二崁村,8,14.29%
澎湖縣,西嶼鄉,池東村,50,15.46%
澎湖縣,西嶼鄉,池西村,46,27.59%
澎湖縣,西嶼鄉,赤馬村,55,21.02%
澎湖縣,西嶼鄉,內垵村,81,15.38%
澎湖縣,西嶼鄉,外垵村,74,11.73%
澎湖縣,望安鄉,東安村,29,17.39%
澎湖縣,望安鄉,西安村,33,20.43%
澎湖縣,望安鄉,中社村,42,32.81%
澎湖縣,望安鄉,水垵村,35,22.00%
澎湖縣,望安鄉,將軍村,52,17.37%
澎湖縣,望安鄉,東坪村,0,0.00%
澎湖縣,望安鄉,西坪村,0,0.00%
澎湖縣,望安鄉,東吉村,0,0.00%
澎湖縣,望安鄉,花嶼村,0,0.00%
澎湖縣,七美鄉,東湖村,26,20.90%
澎湖縣,七美鄉,西湖村,37,25.93%
澎湖縣,七美鄉,中和村,23,12.63%
澎湖縣,七美鄉,平和村,29,25.40%
澎湖縣,七美鄉,海豐村,35,27.50%
澎湖縣,七美鄉,南港村,32,11.11%
