縣市,鄉鎮市區,村里,105年宅數,105年比例
屏東縣,屏東市,光榮里,45,10.73%
屏東縣,屏東市,文明里,49,22.08%
屏東縣,屏東市,武廟里,20,12.90%
屏東縣,屏東市,大同里,36,12.44%
屏東縣,屏東市,泰安里,47,14.46%
屏東縣,屏東市,端正里,19,14.29%
屏東縣,屏東市,民權里,29,9.49%
屏東縣,屏東市,大埔里,40,11.61%
屏東縣,屏東市,必信里,31,11.11%
屏東縣,屏東市,崇智里,27,14.02%
屏東縣,屏東市,崇禮里,27,16.80%
屏東縣,屏東市,維新里,136,11.87%
屏東縣,屏東市,安樂里,58,16.67%
屏東縣,屏東市,平和里,18,5.98%
屏東縣,屏東市,楠樹里,37,16.94%
屏東縣,屏東市,扶風里,40,14.35%
屏東縣,屏東市,慶春里,28,15.65%
屏東縣,屏東市,金泉里,42,12.68%
屏東縣,屏東市,勝豐里,36,18.24%
屏東縣,屏東市,橋南里,125,16.85%
屏東縣,屏東市,橋北里,60,12.43%
屏東縣,屏東市,長春里,101,10.85%
屏東縣,屏東市,豐榮里,126,8.97%
屏東縣,屏東市,豐源里,148,8.90%
屏東縣,屏東市,豐田里,189,10.57%
屏東縣,屏東市,大連里,280,6.85%
屏東縣,屏東市,湖西里,52,10.92%
屏東縣,屏東市,湖南里,25,7.14%
屏東縣,屏東市,歸心里,21,5.71%
屏東縣,屏東市,瑞光里,438,11.14%
屏東縣,屏東市,新生里,238,10.14%
屏東縣,屏東市,頂宅里,24,13.14%
屏東縣,屏東市,厚生里,182,13.22%
屏東縣,屏東市,擇仁里,124,19.18%
屏東縣,屏東市,建國里,59,9.87%
屏東縣,屏東市,一心里,75,10.54%
屏東縣,屏東市,萬年里,59,15.27%
屏東縣,屏東市,義勇里,60,9.94%
屏東縣,屏東市,光華里,42,11.90%
屏東縣,屏東市,永安里,278,8.65%
屏東縣,屏東市,新興里,55,7.68%
屏東縣,屏東市,公館里,37,7.48%
屏東縣,屏東市,龍華里,94,10.82%
屏東縣,屏東市,玉成里,35,7.69%
屏東縣,屏東市,頂柳里,26,7.23%
屏東縣,屏東市,大湖里,86,13.18%
屏東縣,屏東市,凌雲里,27,23.08%
屏東縣,屏東市,鵬程里,0,0.00%
屏東縣,屏東市,安鎮里,106,12.06%
屏東縣,屏東市,永光里,45,11.21%
屏東縣,屏東市,大洲里,29,7.12%
屏東縣,屏東市,大武里,367,10.01%
屏東縣,屏東市,前進里,126,10.89%
屏東縣,屏東市,清溪里,180,9.71%
屏東縣,屏東市,長安里,66,10.16%
屏東縣,屏東市,永順里,26,18.10%
屏東縣,屏東市,永昌里,18,17.28%
屏東縣,屏東市,斯文里,96,10.63%
屏東縣,屏東市,華山里,185,8.53%
屏東縣,屏東市,興樂里,59,14.97%
屏東縣,屏東市,明正里,45,10.19%
屏東縣,屏東市,太平里,50,11.74%
屏東縣,屏東市,中正里,202,9.17%
屏東縣,屏東市,勝利里,259,10.26%
屏東縣,屏東市,永城里,144,13.56%
屏東縣,屏東市,溝美里,148,12.89%
屏東縣,屏東市,北勢里,92,8.15%
屏東縣,屏東市,北興里,253,9.21%
屏東縣,屏東市,仁愛里,85,8.18%
屏東縣,屏東市,廣興里,86,10.26%
屏東縣,屏東市,崇蘭里,540,9.79%
屏東縣,屏東市,空翔里,202,20.11%
屏東縣,屏東市,潭墘里,712,11.44%
屏東縣,屏東市,三山里,31,6.77%
屏東縣,屏東市,海豐里,38,12.75%
屏東縣,屏東市,仁義里,38,10.73%
屏東縣,屏東市,和興里,36,9.39%
屏東縣,屏東市,信和里,46,9.19%
屏東縣,屏東市,崇武里,136,8.56%
屏東縣,潮州鎮,潮州里,20,7.88%
屏東縣,潮州鎮,同榮里,33,11.15%
屏東縣,潮州鎮,新榮里,122,17.35%
屏東縣,潮州鎮,新生里,85,16.75%
屏東縣,潮州鎮,光華里,264,11.59%
屏東縣,潮州鎮,彭城里,36,11.45%
屏東縣,潮州鎮,三星里,287,11.02%
屏東縣,潮州鎮,三共里,334,10.74%
屏東縣,潮州鎮,三和里,102,9.54%
屏東縣,潮州鎮,五魁里,53,8.71%
屏東縣,潮州鎮,蓬萊里,105,10.05%
屏東縣,潮州鎮,八爺里,91,10.04%
屏東縣,潮州鎮,永春里,330,9.37%
屏東縣,潮州鎮,富春里,83,13.18%
屏東縣,潮州鎮,光春里,92,14.63%
屏東縣,潮州鎮,興美里,63,16.92%
屏東縣,潮州鎮,檨子里,24,12.08%
屏東縣,潮州鎮,九塊里,83,12.50%
屏東縣,潮州鎮,泗林里,59,10.17%
屏東縣,潮州鎮,四春里,77,12.09%
屏東縣,潮州鎮,崙東里,75,13.22%
屏東縣,東港鎮,新勝里,48,5.66%
屏東縣,東港鎮,頂新里,21,9.39%
屏東縣,東港鎮,頂中里,16,9.35%
屏東縣,東港鎮,東和里,12,4.65%
屏東縣,東港鎮,興台里,10,5.23%
屏東縣,東港鎮,中興里,24,6.77%
屏東縣,東港鎮,朝安里,32,5.38%
屏東縣,東港鎮,八德里,21,8.25%
屏東縣,東港鎮,東隆里,21,5.86%
屏東縣,東港鎮,豐漁里,19,9.46%
屏東縣,東港鎮,盛漁里,26,5.56%
屏東縣,東港鎮,興漁里,23,4.02%
屏東縣,東港鎮,鎮海里,58,6.04%
屏東縣,東港鎮,嘉蓮里,34,6.95%
屏東縣,東港鎮,南平里,63,13.86%
屏東縣,東港鎮,船頭里,157,7.04%
屏東縣,東港鎮,下?里,35,7.10%
屏東縣,東港鎮,大潭里,69,12.92%
屏東縣,東港鎮,興東里,268,7.43%
屏東縣,東港鎮,興農里,25,4.79%
屏東縣,東港鎮,興和里,27,7.59%
屏東縣,東港鎮,共和里,38,15.64%
屏東縣,東港鎮,大鵬里,6,16.67%
屏東縣,恆春鎮,城南里,37,7.98%
屏東縣,恆春鎮,城北里,80,7.66%
屏東縣,恆春鎮,城西里,60,9.95%
屏東縣,恆春鎮,山腳里,192,9.12%
屏東縣,恆春鎮,網紗里,154,11.09%
屏東縣,恆春鎮,仁壽里,45,15.79%
屏東縣,恆春鎮,茄湖里,27,13.89%
屏東縣,恆春鎮,頭溝里,29,15.52%
屏東縣,恆春鎮,四溝里,70,16.96%
屏東縣,恆春鎮,德和里,42,12.15%
屏東縣,恆春鎮,龍水里,77,18.22%
屏東縣,恆春鎮,山海里,57,12.10%
屏東縣,恆春鎮,大光里,51,9.20%
屏東縣,恆春鎮,水泉里,61,15.42%
屏東縣,恆春鎮,南灣里,141,16.70%
屏東縣,恆春鎮,墾丁里,33,8.46%
屏東縣,恆春鎮,鵝鑾里,52,15.13%
屏東縣,萬丹鄉,萬安村,19,7.43%
屏東縣,萬丹鄉,萬惠村,36,10.83%
屏東縣,萬丹鄉,萬全村,144,10.02%
屏東縣,萬丹鄉,萬後村,26,8.88%
屏東縣,萬丹鄉,萬生村,66,10.36%
屏東縣,萬丹鄉,寶厝村,102,11.16%
屏東縣,萬丹鄉,四維村,104,12.63%
屏東縣,萬丹鄉,竹林村,52,9.09%
屏東縣,萬丹鄉,廣安村,129,13.63%
屏東縣,萬丹鄉,田厝村,33,9.19%
屏東縣,萬丹鄉,崙頂村,81,10.91%
屏東縣,萬丹鄉,?北村,39,8.87%
屏東縣,萬丹鄉,?南村,53,10.76%
屏東縣,萬丹鄉,上村村,28,10.70%
屏東縣,萬丹鄉,加興村,38,8.83%
屏東縣,萬丹鄉,社口村,47,10.46%
屏東縣,萬丹鄉,磚寮村,34,9.52%
屏東縣,萬丹鄉,社皮村,82,10.63%
屏東縣,萬丹鄉,社上村,56,9.05%
屏東縣,萬丹鄉,社中村,50,8.22%
屏東縣,萬丹鄉,水泉村,55,7.82%
屏東縣,萬丹鄉,新庄村,59,6.62%
屏東縣,萬丹鄉,香社村,61,10.49%
屏東縣,萬丹鄉,後村村,30,8.61%
屏東縣,萬丹鄉,新鐘村,50,6.21%
屏東縣,萬丹鄉,灣內村,38,8.68%
屏東縣,萬丹鄉,興全村,31,7.64%
屏東縣,萬丹鄉,興安村,47,13.85%
屏東縣,萬丹鄉,水仙村,27,11.92%
屏東縣,萬丹鄉,甘棠村,16,11.11%
屏東縣,長治鄉,進興村,85,8.58%
屏東縣,長治鄉,新潭村,122,7.85%
屏東縣,長治鄉,潭頭村,80,9.84%
屏東縣,長治鄉,香楊村,104,7.89%
屏東縣,長治鄉,長興村,66,12.54%
屏東縣,長治鄉,德成村,62,15.35%
屏東縣,長治鄉,德協村,42,10.92%
屏東縣,長治鄉,復興村,65,11.11%
屏東縣,長治鄉,崙上村,82,12.30%
屏東縣,長治鄉,德榮村,37,9.34%
屏東縣,長治鄉,德和村,91,19.44%
屏東縣,長治鄉,繁華村,66,9.27%
屏東縣,長治鄉,繁昌村,20,4.33%
屏東縣,長治鄉,繁榮村,36,8.94%
屏東縣,長治鄉,繁隆村,20,5.68%
屏東縣,長治鄉,榮華村,24,7.80%
屏東縣,麟洛鄉,新田村,85,10.98%
屏東縣,麟洛鄉,麟頂村,34,8.85%
屏東縣,麟洛鄉,麟蹄村,104,15.17%
屏東縣,麟洛鄉,麟趾村,125,11.41%
屏東縣,麟洛鄉,田中村,38,8.44%
屏東縣,麟洛鄉,田心村,52,14.46%
屏東縣,麟洛鄉,田道村,34,12.87%
屏東縣,九如鄉,九清村,70,11.47%
屏東縣,九如鄉,九塊村,65,12.18%
屏東縣,九如鄉,九明村,93,13.52%
屏東縣,九如鄉,玉水村,49,10.17%
屏東縣,九如鄉,大坵村,41,9.16%
屏東縣,九如鄉,三塊村,67,11.45%
屏東縣,九如鄉,後庄村,78,11.94%
屏東縣,九如鄉,耆老村,66,13.45%
屏東縣,九如鄉,洽興村,63,11.94%
屏東縣,九如鄉,東寧村,176,10.08%
屏東縣,九如鄉,玉泉村,95,15.21%
屏東縣,里港鄉,玉田村,118,10.52%
屏東縣,里港鄉,大平村,37,8.51%
屏東縣,里港鄉,永春村,51,15.35%
屏東縣,里港鄉,春林村,78,13.96%
屏東縣,里港鄉,過江村,87,11.09%
屏東縣,里港鄉,鐵店村,59,11.68%
屏東縣,里港鄉,塔樓村,61,13.29%
屏東縣,里港鄉,潮厝村,61,12.89%
屏東縣,里港鄉,茄苳村,35,7.83%
屏東縣,里港鄉,載興村,58,9.09%
屏東縣,里港鄉,土庫村,101,14.43%
屏東縣,里港鄉,三?村,87,13.66%
屏東縣,里港鄉,中和村,36,11.11%
屏東縣,里港鄉,瀰力村,21,13.95%
屏東縣,鹽埔鄉,新圍村,81,8.24%
屏東縣,鹽埔鄉,高朗村,54,7.03%
屏東縣,鹽埔鄉,鹽北村,60,9.07%
屏東縣,鹽埔鄉,鹽中村,88,10.41%
屏東縣,鹽埔鄉,鹽南村,62,9.59%
屏東縣,鹽埔鄉,仕絨村,27,8.21%
屏東縣,鹽埔鄉,振興村,78,11.56%
屏東縣,鹽埔鄉,永隆村,19,9.84%
屏東縣,鹽埔鄉,久愛村,28,11.11%
屏東縣,鹽埔鄉,洛陽村,71,11.56%
屏東縣,鹽埔鄉,新二村,103,7.92%
屏東縣,鹽埔鄉,彭厝村,38,11.33%
屏東縣,高樹鄉,高樹村,115,13.48%
屏東縣,高樹鄉,長榮村,66,14.64%
屏東縣,高樹鄉,東興村,36,19.01%
屏東縣,高樹鄉,東振村,46,25.89%
屏東縣,高樹鄉,源泉村,39,13.92%
屏東縣,高樹鄉,建興村,48,14.43%
屏東縣,高樹鄉,大埔村,37,21.49%
屏東縣,高樹鄉,菜寮村,27,15.24%
屏東縣,高樹鄉,司馬村,15,7.91%
屏東縣,高樹鄉,舊寮村,35,9.60%
屏東縣,高樹鄉,新豐村,68,13.88%
屏東縣,高樹鄉,泰山村,116,15.97%
屏東縣,高樹鄉,南華村,40,9.58%
屏東縣,高樹鄉,廣福村,50,13.88%
屏東縣,高樹鄉,廣興村,26,10.45%
屏東縣,高樹鄉,舊庄村,13,5.67%
屏東縣,高樹鄉,田子村,53,14.07%
屏東縣,高樹鄉,鹽樹村,48,12.92%
屏東縣,高樹鄉,新南村,35,8.27%
屏東縣,萬巒鄉,萬巒村,82,16.34%
屏東縣,萬巒鄉,萬全村,33,12.83%
屏東縣,萬巒鄉,萬和村,110,15.11%
屏東縣,萬巒鄉,鹿寮村,47,14.22%
屏東縣,萬巒鄉,硫黃村,17,10.68%
屏東縣,萬巒鄉,泗溝村,59,15.70%
屏東縣,萬巒鄉,五溝村,40,11.02%
屏東縣,萬巒鄉,成德村,55,12.60%
屏東縣,萬巒鄉,萬金村,76,11.68%
屏東縣,萬巒鄉,赤山村,82,13.41%
屏東縣,萬巒鄉,佳佐村,73,12.44%
屏東縣,萬巒鄉,佳和村,36,7.42%
屏東縣,萬巒鄉,新厝村,31,8.57%
屏東縣,萬巒鄉,新置村,58,12.40%
屏東縣,內埔鄉,內埔村,218,11.63%
屏東縣,內埔鄉,內田村,168,10.52%
屏東縣,內埔鄉,興南村,41,10.00%
屏東縣,內埔鄉,義亭村,10,4.84%
屏東縣,內埔鄉,美和村,204,17.53%
屏東縣,內埔鄉,和興村,98,8.66%
屏東縣,內埔鄉,東寧村,218,11.58%
屏東縣,內埔鄉,豐田村,103,9.24%
屏東縣,內埔鄉,振豐村,51,9.16%
屏東縣,內埔鄉,富田村,63,10.10%
屏東縣,內埔鄉,竹圍村,83,11.83%
屏東縣,內埔鄉,東勢村,101,10.20%
屏東縣,內埔鄉,東片村,70,13.81%
屏東縣,內埔鄉,上樹村,34,9.76%
屏東縣,內埔鄉,老埤村,349,16.20%
屏東縣,內埔鄉,中林村,52,9.03%
屏東縣,內埔鄉,龍泉村,123,12.41%
屏東縣,內埔鄉,龍潭村,136,11.42%
屏東縣,內埔鄉,建興村,26,8.44%
屏東縣,內埔鄉,大新村,97,12.90%
屏東縣,內埔鄉,黎明村,97,11.32%
屏東縣,內埔鄉,隘寮村,54,9.94%
屏東縣,內埔鄉,水門村,78,13.88%
屏東縣,竹田鄉,竹田村,80,12.55%
屏東縣,竹田鄉,竹南村,52,14.29%
屏東縣,竹田鄉,糶糴村,25,10.34%
屏東縣,竹田鄉,履豐村,23,10.22%
屏東縣,竹田鄉,頭崙村,87,15.99%
屏東縣,竹田鄉,二崙村,64,15.99%
屏東縣,竹田鄉,美崙村,31,13.19%
屏東縣,竹田鄉,南勢村,21,12.37%
屏東縣,竹田鄉,西勢村,138,13.44%
屏東縣,竹田鄉,福田村,31,17.65%
屏東縣,竹田鄉,永豐村,23,8.48%
屏東縣,竹田鄉,六巷村,28,9.74%
屏東縣,竹田鄉,泗洲村,53,11.31%
屏東縣,竹田鄉,大湖村,40,8.75%
屏東縣,竹田鄉,鳳明村,44,9.61%
屏東縣,新埤鄉,新埤村,163,16.92%
屏東縣,新埤鄉,建功村,52,13.26%
屏東縣,新埤鄉,打鐵村,61,15.59%
屏東縣,新埤鄉,南豐村,55,20.47%
屏東縣,新埤鄉,萬隆村,124,18.89%
屏東縣,新埤鄉,箕湖村,37,11.11%
屏東縣,新埤鄉,餉潭村,55,11.67%
屏東縣,枋寮鄉,枋寮村,92,13.83%
屏東縣,枋寮鄉,新龍村,114,26.34%
屏東縣,枋寮鄉,保生村,27,7.65%
屏東縣,枋寮鄉,中寮村,34,13.64%
屏東縣,枋寮鄉,安樂村,56,8.94%
屏東縣,枋寮鄉,隆山村,123,7.63%
屏東縣,枋寮鄉,天時村,97,12.23%
