縣市,案名,興辦主體,戶數,工程決標日期,開工日期,完工日期,執行情況
基隆市,光明安居,中央(住都中心),449,111/8/18,112/11/28,(預定)116/11/11,興建中
基隆市,光明安居,中央(住都中心),449,111/8/18,112/11/28,(預定)116/11/11,興建中
