縣市,案名,興辦主體,戶數,工程決標日期,開工日期,完工日期,執行情況
雲林縣,台糖斗六學苑,中央(住都中心),288,111/8/29,112/4/12,112/7/10,新完工
雲林縣,斗六好室,中央(住都中心),105,110/10/14,111/12/15,(預定)114/11/12,興建中
雲林縣,東仁安居,中央(住都中心),400,111/6/29,112/6/15,(預定)116/5/3,興建中
雲林縣,台糖斗六學苑,中央(住都中心),288,111/8/29,112/4/12,112/7/10,新完工
雲林縣,斗六好室,中央(住都中心),105,110/10/14,111/12/15,(預定)114/11/12,興建中
雲林縣,東仁安居,中央(住都中心),400,111/6/29,112/6/15,(預定)116/5/3,興建中
