縣市,案名,興辦主體,戶數,工程決標日期,開工日期,完工日期,執行情況
嘉義市,友忠好室,中央(住都中心),144,110/10/21,111/10/19,(預定)115/3/28,興建中
嘉義市,博愛安居,中央(住都中心),206,110/11/24,111/10/3,(預定)115/10/5,興建中
嘉義市,安寮好室,中央(住都中心),141,112/9/27,(預定)114/3/31,(預定)117/3/31,已決標待開工
嘉義市,友忠好室,中央(住都中心),144,110/10/21,111/10/19,(預定)115/3/28,興建中
嘉義市,博愛安居,中央(住都中心),206,110/11/24,111/10/3,(預定)115/10/5,興建中
嘉義市,安寮好室,中央(住都中心),141,112/9/27,(預定)114/3/31,(預定)117/3/31,已決標待開工
