縣市,案名,興辦主體,戶數,工程決標日期,開工日期,完工日期,執行情況
花蓮縣,美崙安居,中央(住都中心),425,111/12/28,112/11/14,(預定)116/9/5,興建中
花蓮縣,中美好室,中央(住都中心),126,111/6/16,112/6/27,(預定)115/2/28,興建中
花蓮縣,北昌安居,中央(住都中心),372,113/9/27,(預定)114/2/28,(預定)118/11/30,已決標待開工
花蓮縣,美崙安居,中央(住都中心),425,111/12/28,112/11/14,(預定)116/9/5,興建中
花蓮縣,中美好室,中央(住都中心),126,111/6/16,112/6/27,(預定)115/2/28,興建中
花蓮縣,北昌安居,中央(住都中心),372,113/9/27,(預定)114/2/28,(預定)118/11/30,已決標待開工
