縣市,案名,興辦主體,戶數,工程決標日期,開工日期,完工日期,執行情況
臺南市,平實安居D,中央(住都中心),325,113/11/28,(預定)114/12/31,(預定)117/11/30,已決標待開工
臺南市,新都安居B,中央(住都中心),611,113/11/27,(預定)114/10/31,(預定)117/11/26,已決標待開工
臺南市,鯤鯓安居,中央(住都中心),665,112/12/22,(預定)114/3/31,(預定)117/8/31,已決標待開工
臺南市,自強新村,臺南市政府,160,111/8/9,(預定)114/12/31,(預定)118/12/31,已決標待開工
臺南市,中興新城,臺南市政府,104,111/2/25,(預定)114/12/31,(預定)118/12/31,已決標待開工
臺南市,九六新村,臺南市政府,250,113/10/11,(預定)116/12/31,(預定)120/12/31,已決標待開工
臺南市,九六新村眷改土地都市更新案,中央(住都中心),455,113/10/11,(預定)117/6/30,(預定)122/6/30,已決標待開工
臺南市,六安好室,中央(住都中心),165,113/7/30,(預定)114/7/31,(預定)117/5/31,已決標待開工
臺南市,二空新村更新案(B區)第二期,臺南市政府,170,110/2/28,(預定)114/3/31,(預定)116/6/30,已決標待開工
臺南市,裕忠安居,中央(住都中心),610,112/12/28,(預定)114/1/10,(預定)117/7/31,已決標待開工
臺南市,沙崙安居,中央(住都中心),580,113/12/16,(預定)114/11/13,(預定)118/5/24,已決標待開工
臺南市,武東好室,中央(住都中心),193,113/11/28,(預定)114/12/31,(預定)118/5/31,已決標待開工
