縣市,案名,興辦主體,戶數,工程決標日期,開工日期,完工日期,執行情況
宜蘭縣,倉前安居,中央(住都中心),395,111/11/25,112/11/21,(預定)116/9/30,興建中
宜蘭縣,坤門安居,中央(住都中心),412,113/10/8,(預定)115/1/30,(預定)118/6/29,已決標待開工
宜蘭縣,倉前安居,中央(住都中心),395,111/11/25,112/11/21,(預定)116/9/30,興建中
宜蘭縣,坤門安居,中央(住都中心),412,113/10/8,(預定)115/1/30,(預定)118/6/29,已決標待開工
