縣市,案名,興辦主體,戶數,工程決標日期,開工日期,完工日期,執行情況
澎湖縣,案山段197地號,澎湖縣政府,70,111/11/9,112/3/28,(預定)115/12/31,興建中
澎湖縣,文學好室,中央(住都中心),78,111/11/22,112/6/30,(預定)115/7/17,興建中
澎湖縣,案山段197地號,澎湖縣政府,70,111/11/9,112/3/28,(預定)115/12/31,興建中
澎湖縣,文學好室,中央(住都中心),78,111/11/22,112/6/30,(預定)115/7/17,興建中
