縣市,案名,興辦主體,戶數,工程決標日期,開工日期,完工日期,執行情況
連江縣,南竿仁愛段社會住宅,連江縣政府,20,107/5/16,108/7/15,112/12/15,新完工
連江縣,南竿仁愛段社會住宅,連江縣政府,20,107/5/16,108/7/15,112/12/15,新完工
