縣市,鄉鎮市區,村里,102年宅數,102年比例
桃園市,桃園區,文化里,43,13.19%
桃園市,桃園區,文明里,60,9.84%
桃園市,桃園區,武陵里,201,15.97%
桃園市,桃園區,大林里,393,9.62%
桃園市,桃園區,忠義里,327,8.47%
桃園市,桃園區,會稽里,452,10.45%
桃園市,桃園區,長美里,84,17.87%
桃園市,桃園區,民生里,133,15.03%
桃園市,桃園區,永興里,93,11.76%
桃園市,桃園區,汴洲里,146,8.45%
桃園市,桃園區,永安里,163,7.94%
桃園市,桃園區,東埔里,220,10.45%
桃園市,桃園區,東門里,193,12.68%
桃園市,桃園區,東山里,172,15.30%
桃園市,桃園區,萬壽里,55,11.83%
桃園市,桃園區,長安里,133,8.71%
桃園市,桃園區,中埔里,34,4.98%
桃園市,桃園區,西埔里,95,8.51%
桃園市,桃園區,西門里,162,16.67%
桃園市,桃園區,中和里,86,14.07%
桃園市,桃園區,文昌里,19,6.12%
桃園市,桃園區,新埔里,354,8.43%
桃園市,桃園區,中山里,269,9.20%
桃園市,桃園區,慈文里,211,8.03%
桃園市,桃園區,西湖里,77,10.78%
桃園市,桃園區,南門里,208,8.60%
桃園市,桃園區,南華里,53,9.48%
桃園市,桃園區,玉山里,214,9.98%
桃園市,桃園區,中成里,119,7.00%
桃園市,桃園區,中正里,202,9.10%
桃園市,桃園區,北門里,92,10.85%
桃園市,桃園區,雲林里,151,5.64%
桃園市,桃園區,福林里,140,7.05%
桃園市,桃園區,光興里,207,10.27%
桃園市,桃園區,龍山里,208,13.15%
桃園市,桃園區,龍岡里,228,8.55%
桃園市,桃園區,成功里,199,11.65%
桃園市,桃園區,青溪里,185,9.94%
桃園市,桃園區,朝陽里,108,10.86%
桃園市,桃園區,中興里,199,9.29%
桃園市,桃園區,豐林里,201,7.67%
桃園市,桃園區,建國里,201,8.66%
桃園市,桃園區,大豐里,132,6.78%
桃園市,桃園區,福安里,228,10.53%
桃園市,桃園區,三民里,184,9.75%
桃園市,桃園區,大興里,420,8.52%
桃園市,桃園區,春日里,213,7.90%
桃園市,桃園區,信光里,551,17.46%
桃園市,桃園區,中寧里,692,18.88%
桃園市,桃園區,同安里,475,12.67%
桃園市,桃園區,莊敬里,486,12.07%
桃園市,桃園區,文中里,69,7.47%
桃園市,桃園區,泰山里,187,11.65%
桃園市,桃園區,中路里,207,10.57%
桃園市,桃園區,中德里,362,14.05%
桃園市,桃園區,龍祥里,209,9.89%
桃園市,桃園區,大有里,268,11.15%
桃園市,桃園區,寶山里,486,12.33%
桃園市,桃園區,龍鳳里,248,7.95%
桃園市,桃園區,龍安里,271,12.08%
桃園市,桃園區,自強里,353,9.75%
桃園市,桃園區,中信里,262,10.29%
桃園市,桃園區,長德里,224,10.09%
桃園市,桃園區,中平里,216,9.76%
桃園市,桃園區,中原里,162,7.92%
桃園市,桃園區,中泰里,143,7.78%
桃園市,桃園區,南埔里,209,9.98%
桃園市,桃園區,寶慶里,281,9.06%
桃園市,桃園區,北埔里,178,8.75%
桃園市,桃園區,中聖里,268,9.47%
桃園市,桃園區,龍壽里,262,12.54%
桃園市,桃園區,同德里,273,9.18%
桃園市,桃園區,明德里,118,7.94%
桃園市,桃園區,寶安里,329,9.02%
桃園市,桃園區,瑞慶里,252,9.12%
桃園市,桃園區,三元里,214,12.72%
桃園市,中壢區,龍平里,125,9.39%
桃園市,中壢區,龍昌里,185,8.01%
桃園市,中壢區,仁德里,165,10.72%
桃園市,中壢區,永興里,91,17.28%
桃園市,中壢區,內壢里,108,12.07%
桃園市,中壢區,成功里,101,7.05%
桃園市,中壢區,光明里,257,9.54%
桃園市,中壢區,自立里,150,6.46%
桃園市,中壢區,自強里,117,7.43%
桃園市,中壢區,中堅里,168,10.00%
桃園市,中壢區,龍興里,175,10.20%
桃園市,中壢區,仁美里,258,9.35%
桃園市,中壢區,仁愛里,87,7.51%
桃園市,中壢區,新街里,166,12.50%
桃園市,中壢區,中央里,181,10.78%
桃園市,中壢區,普仁里,799,17.34%
桃園市,中壢區,普義里,126,6.87%
桃園市,中壢區,忠義里,210,10.80%
桃園市,中壢區,中正里,290,12.11%
桃園市,中壢區,興仁里,496,16.40%
桃園市,中壢區,東興里,284,15.30%
桃園市,中壢區,洽溪里,464,37.04%
桃園市,中壢區,篤行里,478,31.84%
桃園市,中壢區,新明里,285,14.81%
桃園市,中壢區,新興里,166,10.08%
桃園市,中壢區,中原里,139,8.42%
桃園市,中壢區,內定里,143,8.78%
桃園市,中壢區,中壢里,44,15.07%
桃園市,中壢區,龍岡里,119,7.55%
桃園市,中壢區,仁祥里,116,9.88%
桃園市,中壢區,水尾里,157,11.41%
桃園市,中壢區,青埔里,358,31.85%
桃園市,中壢區,復興里,324,8.18%
桃園市,中壢區,文化里,207,6.84%
桃園市,中壢區,興國里,125,12.93%
桃園市,中壢區,忠福里,518,15.74%
桃園市,中壢區,信義里,212,10.41%
桃園市,中壢區,石頭里,193,18.96%
桃園市,中壢區,龍東里,177,9.53%
桃園市,中壢區,中建里,208,29.56%
桃園市,中壢區,興南里,379,14.60%
桃園市,中壢區,後寮里,217,10.54%
桃園市,中壢區,過嶺里,467,26.28%
桃園市,中壢區,五權里,374,14.73%
桃園市,中壢區,舊明里,52,8.62%
桃園市,中壢區,芝芭里,256,23.86%
桃園市,中壢區,月眉里,113,7.96%
桃園市,中壢區,三民里,79,8.33%
桃園市,中壢區,山東里,127,11.73%
桃園市,中壢區,中榮里,65,14.79%
桃園市,中壢區,內厝里,140,8.25%
桃園市,中壢區,振興里,154,8.83%
桃園市,中壢區,普慶里,45,4.88%
桃園市,中壢區,興和里,142,13.18%
桃園市,中壢區,永光里,428,14.74%
桃園市,中壢區,復華里,307,13.91%
桃園市,中壢區,忠孝里,110,5.80%
桃園市,中壢區,福德里,108,9.40%
桃園市,中壢區,和平里,60,6.84%
桃園市,中壢區,普忠里,265,9.94%
桃園市,中壢區,普強里,188,10.38%
桃園市,中壢區,明德里,221,10.33%
桃園市,中壢區,至善里,171,9.28%
桃園市,中壢區,五福里,183,12.05%
桃園市,中壢區,龍德里,167,10.85%
桃園市,中壢區,正義里,184,11.02%
桃園市,中壢區,龍安里,50,6.32%
桃園市,中壢區,中山里,229,10.05%
桃園市,中壢區,德義里,179,13.91%
桃園市,中壢區,仁義里,353,17.02%
桃園市,中壢區,華勛里,109,8.26%
桃園市,中壢區,仁福里,226,9.93%
桃園市,中壢區,幸福里,293,10.13%
桃園市,中壢區,永福里,261,9.93%
桃園市,中壢區,仁和里,132,7.85%
桃園市,中壢區,華愛里,119,8.94%
桃園市,中壢區,莊敬里,97,6.38%
桃園市,中壢區,自治里,123,7.31%
桃園市,中壢區,健行里,143,7.36%
桃園市,中壢區,興平里,111,11.68%
桃園市,中壢區,中興里,152,9.87%
桃園市,中壢區,龍慈里,251,10.54%
桃園市,中壢區,自信里,184,6.99%
桃園市,中壢區,林森里,180,9.82%
