縣市,鄉鎮市區,109Q2宅數
基隆市,全區,1964
基隆市,中正區,136
基隆市,七堵區,95
基隆市,暖暖區,131
基隆市,仁愛區,0
基隆市,中山區,5
基隆市,安樂區,939
基隆市,信義區,658
