縣市,鄉鎮市區,110Q3宅數
基隆市,全區,943
基隆市,中正區,140
基隆市,七堵區,96
基隆市,暖暖區,81
基隆市,仁愛區,0
基隆市,中山區,1
基隆市,安樂區,32
基隆市,信義區,593
