縣市,鄉鎮市區,村里,105年宅數,105年比例
臺東縣,臺東市,富岡里,172,18.29%
臺東縣,臺東市,富豐里,53,15.87%
臺東縣,臺東市,岩灣里,165,13.87%
臺東縣,臺東市,南王里,92,7.94%
臺東縣,臺東市,卑南里,76,5.98%
臺東縣,臺東市,南榮里,95,8.84%
臺東縣,臺東市,新生里,256,7.50%
臺東縣,臺東市,民生里,145,8.42%
臺東縣,臺東市,寶桑里,43,9.68%
臺東縣,臺東市,馬蘭里,91,8.79%
臺東縣,臺東市,中心里,78,5.86%
臺東縣,臺東市,自強里,133,7.31%
臺東縣,臺東市,民族里,50,8.94%
臺東縣,臺東市,四維里,31,10.21%
臺東縣,臺東市,中華里,98,11.84%
臺東縣,臺東市,強國里,40,12.69%
臺東縣,臺東市,建國里,75,12.22%
臺東縣,臺東市,民權里,51,12.33%
臺東縣,臺東市,仁愛里,48,12.34%
臺東縣,臺東市,中正里,73,14.91%
臺東縣,臺東市,大同里,44,11.59%
臺東縣,臺東市,成功里,59,14.42%
臺東縣,臺東市,文化里,29,11.11%
臺東縣,臺東市,中山里,30,8.60%
臺東縣,臺東市,復國里,77,19.84%
臺東縣,臺東市,興國里,56,14.24%
臺東縣,臺東市,復興里,38,15.79%
臺東縣,臺東市,鐵花里,31,14.91%
臺東縣,臺東市,新園里,117,14.81%
臺東縣,臺東市,豐田里,112,10.91%
臺東縣,臺東市,豐年里,164,12.04%
臺東縣,臺東市,光明里,176,11.23%
臺東縣,臺東市,豐樂里,41,7.73%
臺東縣,臺東市,永樂里,70,8.19%
臺東縣,臺東市,康樂里,55,9.44%
臺東縣,臺東市,東海里,98,7.39%
臺東縣,臺東市,新興里,73,12.68%
臺東縣,臺東市,豐榮里,232,6.03%
臺東縣,臺東市,豐谷里,146,7.05%
臺東縣,臺東市,豐里里,90,9.64%
臺東縣,臺東市,豐原里,32,7.75%
臺東縣,臺東市,建和里,97,13.85%
臺東縣,臺東市,建興里,124,20.99%
臺東縣,臺東市,建業里,85,12.24%
臺東縣,臺東市,知本里,101,14.31%
臺東縣,臺東市,建農里,96,11.81%
臺東縣,成功鎮,博愛里,94,24.59%
臺東縣,成功鎮,忠孝里,143,25.48%
臺東縣,成功鎮,三仙里,179,23.67%
臺東縣,成功鎮,三民里,198,15.20%
臺東縣,成功鎮,忠智里,102,12.22%
臺東縣,成功鎮,忠仁里,190,16.93%
臺東縣,成功鎮,和平里,81,19.83%
臺東縣,成功鎮,信義里,187,21.02%
臺東縣,關山鎮,德高里,137,21.02%
臺東縣,關山鎮,豐泉里,49,10.43%
臺東縣,關山鎮,新福里,92,22.22%
臺東縣,關山鎮,中福里,65,16.26%
臺東縣,關山鎮,里?里,118,14.04%
臺東縣,關山鎮,電光里,27,13.33%
臺東縣,關山鎮,月眉里,71,19.90%
臺東縣,卑南鄉,嘉豐村,33,18.52%
臺東縣,卑南鄉,利吉村,44,19.67%
臺東縣,卑南鄉,富山村,70,24.04%
臺東縣,卑南鄉,富源村,59,27.72%
臺東縣,卑南鄉,明峰村,93,17.20%
臺東縣,卑南鄉,初鹿村,111,16.16%
臺東縣,卑南鄉,美農村,92,21.55%
臺東縣,卑南鄉,賓朗村,155,15.25%
臺東縣,卑南鄉,泰安村,103,18.78%
臺東縣,卑南鄉,太平村,188,12.54%
臺東縣,卑南鄉,利嘉村,48,10.13%
臺東縣,卑南鄉,東興村,60,14.77%
臺東縣,卑南鄉,溫泉村,943,52.49%
臺東縣,鹿野鄉,瑞和村,51,16.67%
臺東縣,鹿野鄉,瑞豐村,75,16.73%
臺東縣,鹿野鄉,瑞源村,81,18.15%
臺東縣,鹿野鄉,永安村,95,15.47%
臺東縣,鹿野鄉,瑞隆村,84,20.22%
臺東縣,鹿野鄉,鹿野村,78,13.40%
臺東縣,鹿野鄉,龍田村,73,13.31%
臺東縣,池上鄉,福文村,148,23.48%
臺東縣,池上鄉,慶豐村,37,13.76%
臺東縣,池上鄉,大坡村,15,12.79%
臺東縣,池上鄉,大埔村,56,15.72%
臺東縣,池上鄉,福原村,143,14.47%
臺東縣,池上鄉,錦園村,43,21.35%
臺東縣,池上鄉,新興村,74,18.35%
臺東縣,池上鄉,萬安村,13,9.88%
臺東縣,池上鄉,富興村,41,25.86%
臺東縣,池上鄉,振興村,27,20.41%
臺東縣,東河鄉,北源村,125,23.08%
臺東縣,東河鄉,泰源村,117,21.53%
臺東縣,東河鄉,東河村,90,19.24%
臺東縣,東河鄉,尚德村,9,11.54%
臺東縣,東河鄉,隆昌村,87,26.63%
臺東縣,東河鄉,興昌村,155,25.00%
臺東縣,東河鄉,都蘭村,204,18.40%
臺東縣,長濱鄉,樟原村,53,16.67%
臺東縣,長濱鄉,三間村,109,16.34%
臺東縣,長濱鄉,忠勇村,38,15.69%
臺東縣,長濱鄉,長濱村,169,15.66%
臺東縣,長濱鄉,竹湖村,118,23.27%
臺東縣,長濱鄉,寧埔村,168,22.95%
臺東縣,太麻里鄉,美和村,71,14.05%
臺東縣,太麻里鄉,三和村,43,16.96%
臺東縣,太麻里鄉,華源村,60,24.21%
臺東縣,太麻里鄉,北里村,46,26.19%
臺東縣,太麻里鄉,泰和村,125,16.45%
臺東縣,太麻里鄉,大王村,99,13.06%
臺東縣,太麻里鄉,香蘭村,80,20.57%
臺東縣,太麻里鄉,金崙村,120,15.80%
臺東縣,太麻里鄉,多良村,71,18.78%
臺東縣,大武鄉,大竹村,96,29.19%
臺東縣,大武鄉,大鳥村,63,14.94%
臺東縣,大武鄉,大武村,115,18.75%
臺東縣,大武鄉,尚武村,158,22.65%
臺東縣,大武鄉,南興村,40,17.89%
臺東縣,綠島鄉,公?村,30,15.79%
臺東縣,綠島鄉,中寮村,28,11.19%
臺東縣,綠島鄉,南寮村,17,6.76%
臺東縣,海端鄉,廣原村,14,7.95%
臺東縣,海端鄉,霧鹿村,26,26.47%
臺東縣,海端鄉,利稻村,7,13.95%
臺東縣,海端鄉,海端村,33,13.24%
臺東縣,海端鄉,崁頂村,24,15.56%
臺東縣,海端鄉,加拿村,16,16.00%
臺東縣,延平鄉,武陵村,24,13.04%
臺東縣,延平鄉,永康村,21,22.86%
臺東縣,延平鄉,紅葉村,53,53.85%
臺東縣,延平鄉,鸞山村,29,18.75%
臺東縣,延平鄉,桃源村,31,11.24%
臺東縣,金峰鄉,新興村,6,4.65%
臺東縣,金峰鄉,正興村,6,3.92%
臺東縣,金峰鄉,嘉蘭村,17,4.57%
臺東縣,金峰鄉,賓茂村,11,11.76%
臺東縣,金峰鄉,歷坵村,0,0.00%
臺東縣,達仁鄉,台?村,36,16.67%
臺東縣,達仁鄉,土?村,41,15.06%
臺東縣,達仁鄉,新化村,16,14.81%
臺東縣,達仁鄉,安朔村,46,16.87%
臺東縣,達仁鄉,森永村,31,20.83%
臺東縣,達仁鄉,南田村,20,27.91%
臺東縣,蘭嶼鄉,東清村,19,5.80%
臺東縣,蘭嶼鄉,朗島村,18,8.70%
臺東縣,蘭嶼鄉,紅頭村,16,4.96%
臺東縣,蘭嶼鄉,椰油村,9,3.05%
