縣市,鄉鎮市區,村里,101年宅數,101年比例
臺東縣,臺東市,富岡里,160,17.08%
臺東縣,臺東市,富豐里,51,15.65%
臺東縣,臺東市,岩灣里,139,13.76%
臺東縣,臺東市,南王里,91,8.42%
臺東縣,臺東市,卑南里,85,6.93%
臺東縣,臺東市,南榮里,109,10.16%
臺東縣,臺東市,新生里,290,8.73%
臺東縣,臺東市,民生里,160,9.43%
臺東縣,臺東市,寶桑里,50,10.78%
臺東縣,臺東市,馬蘭里,85,8.04%
臺東縣,臺東市,中心里,85,6.68%
臺東縣,臺東市,自強里,115,6.62%
臺東縣,臺東市,民族里,56,10.10%
臺東縣,臺東市,四維里,32,10.59%
臺東縣,臺東市,中華里,94,11.61%
臺東縣,臺東市,強國里,40,13.20%
臺東縣,臺東市,建國里,71,11.61%
臺東縣,臺東市,民權里,57,14.13%
臺東縣,臺東市,仁愛里,42,10.89%
臺東縣,臺東市,中正里,65,13.35%
臺東縣,臺東市,大同里,40,10.54%
臺東縣,臺東市,成功里,64,15.74%
臺東縣,臺東市,文化里,33,12.89%
臺東縣,臺東市,中山里,34,9.71%
臺東縣,臺東市,復國里,63,16.60%
臺東縣,臺東市,興國里,72,18.89%
臺東縣,臺東市,復興里,36,14.38%
臺東縣,臺東市,鐵花里,27,12.73%
臺東縣,臺東市,新園里,127,16.70%
臺東縣,臺東市,豐田里,129,12.80%
臺東縣,臺東市,豐年里,122,9.96%
臺東縣,臺東市,光明里,209,13.93%
臺東縣,臺東市,豐樂里,44,8.58%
臺東縣,臺東市,永樂里,60,7.54%
臺東縣,臺東市,康樂里,69,12.06%
臺東縣,臺東市,東海里,85,6.42%
臺東縣,臺東市,新興里,66,11.11%
臺東縣,臺東市,豐榮里,279,7.40%
臺東縣,臺東市,豐谷里,134,6.96%
臺東縣,臺東市,豐里里,83,9.51%
臺東縣,臺東市,豐原里,33,8.23%
臺東縣,臺東市,建和里,90,13.16%
臺東縣,臺東市,建興里,116,19.86%
臺東縣,臺東市,建業里,84,12.91%
臺東縣,臺東市,知本里,128,17.90%
臺東縣,臺東市,建農里,92,12.37%
臺東縣,成功鎮,博愛里,86,22.82%
臺東縣,成功鎮,忠孝里,133,24.59%
臺東縣,成功鎮,三仙里,180,24.27%
臺東縣,成功鎮,三民里,204,15.99%
臺東縣,成功鎮,忠智里,96,11.51%
臺東縣,成功鎮,忠仁里,174,15.65%
臺東縣,成功鎮,和平里,85,21.54%
臺東縣,成功鎮,信義里,197,23.29%
臺東縣,關山鎮,德高里,131,20.45%
臺東縣,關山鎮,豐泉里,48,10.18%
臺東縣,關山鎮,新福里,70,17.79%
臺東縣,關山鎮,中福里,62,15.24%
臺東縣,關山鎮,里?里,108,13.25%
臺東縣,關山鎮,電光里,34,16.50%
臺東縣,關山鎮,月眉里,61,16.75%
臺東縣,卑南鄉,嘉豐村,32,18.31%
臺東縣,卑南鄉,利吉村,44,19.83%
臺東縣,卑南鄉,富山村,75,26.74%
臺東縣,卑南鄉,富源村,47,22.83%
臺東縣,卑南鄉,明峰村,107,20.05%
臺東縣,卑南鄉,初鹿村,122,17.90%
臺東縣,卑南鄉,美農村,91,22.18%
臺東縣,卑南鄉,賓朗村,170,17.13%
臺東縣,卑南鄉,泰安村,90,17.32%
臺東縣,卑南鄉,太平村,183,12.77%
臺東縣,卑南鄉,利嘉村,69,14.56%
臺東縣,卑南鄉,東興村,61,15.60%
臺東縣,卑南鄉,溫泉村,1030,57.19%
臺東縣,鹿野鄉,瑞和村,56,18.67%
臺東縣,鹿野鄉,瑞豐村,74,16.74%
臺東縣,鹿野鄉,瑞源村,87,19.57%
臺東縣,鹿野鄉,永安村,97,16.52%
臺東縣,鹿野鄉,瑞隆村,84,20.15%
臺東縣,鹿野鄉,鹿野村,68,11.94%
臺東縣,鹿野鄉,龍田村,59,11.31%
臺東縣,池上鄉,福文村,132,21.43%
臺東縣,池上鄉,慶豐村,43,15.76%
臺東縣,池上鄉,大坡村,7,6.02%
臺東縣,池上鄉,大埔村,48,13.90%
臺東縣,池上鄉,福原村,222,22.24%
臺東縣,池上鄉,錦園村,59,29.67%
臺東縣,池上鄉,新興村,92,23.17%
臺東縣,池上鄉,萬安村,18,13.58%
臺東縣,池上鄉,富興村,38,24.14%
臺東縣,池上鄉,振興村,26,19.79%
臺東縣,東河鄉,北源村,108,20.66%
臺東縣,東河鄉,泰源村,127,23.58%
臺東縣,東河鄉,東河村,96,20.91%
臺東縣,東河鄉,尚德村,9,11.54%
臺東縣,東河鄉,隆昌村,77,24.74%
臺東縣,東河鄉,興昌村,154,26.25%
臺東縣,東河鄉,都蘭村,201,19.28%
臺東縣,長濱鄉,樟原村,67,21.49%
臺東縣,長濱鄉,三間村,126,19.51%
臺東縣,長濱鄉,忠勇村,44,19.46%
臺東縣,長濱鄉,長濱村,175,16.64%
臺東縣,長濱鄉,竹湖村,117,23.17%
臺東縣,長濱鄉,寧埔村,207,29.41%
臺東縣,太麻里鄉,美和村,54,11.19%
臺東縣,太麻里鄉,三和村,54,21.08%
臺東縣,太麻里鄉,華源村,68,27.78%
臺東縣,太麻里鄉,北里村,49,29.27%
臺東縣,太麻里鄉,泰和村,125,16.67%
臺東縣,太麻里鄉,大王村,99,13.68%
臺東縣,太麻里鄉,香蘭村,60,16.17%
臺東縣,太麻里鄉,金崙村,115,15.78%
臺東縣,太麻里鄉,多良村,85,23.12%
臺東縣,大武鄉,大竹村,107,33.33%
臺東縣,大武鄉,大鳥村,39,9.68%
臺東縣,大武鄉,大武村,128,21.66%
臺東縣,大武鄉,尚武村,191,27.78%
臺東縣,大武鄉,南興村,51,23.39%
臺東縣,綠島鄉,公?村,26,14.29%
臺東縣,綠島鄉,中寮村,37,14.69%
臺東縣,綠島鄉,南寮村,20,8.06%
臺東縣,海端鄉,廣原村,22,12.64%
臺東縣,海端鄉,霧鹿村,30,30.43%
臺東縣,海端鄉,利稻村,7,13.64%
臺東縣,海端鄉,海端村,30,12.69%
臺東縣,海端鄉,崁頂村,22,14.94%
臺東縣,海端鄉,加拿村,17,18.37%
臺東縣,延平鄉,武陵村,31,17.44%
臺東縣,延平鄉,永康村,23,26.92%
臺東縣,延平鄉,紅葉村,19,19.23%
臺東縣,延平鄉,鸞山村,32,21.28%
臺東縣,延平鄉,桃源村,28,10.37%
臺東縣,金峰鄉,新興村,11,9.52%
臺東縣,金峰鄉,正興村,10,7.07%
臺東縣,金峰鄉,嘉蘭村,34,9.62%
臺東縣,金峰鄉,賓茂村,7,7.94%
臺東縣,金峰鄉,歷坵村,0,0.00%
臺東縣,達仁鄉,台?村,37,18.10%
臺東縣,達仁鄉,土?村,47,17.96%
臺東縣,達仁鄉,新化村,20,18.18%
臺東縣,達仁鄉,安朔村,53,20.00%
臺東縣,達仁鄉,森永村,41,28.57%
臺東縣,達仁鄉,南田村,19,26.67%
臺東縣,蘭嶼鄉,東清村,11,3.77%
臺東縣,蘭嶼鄉,朗島村,17,9.26%
臺東縣,蘭嶼鄉,紅頭村,19,6.54%
臺東縣,蘭嶼鄉,椰油村,19,6.67%
