縣市,鄉鎮市區,113H1宅數,113H1比率(%)
基隆市,全區,20873,12.22
基隆市,中正區,4259,15.05
基隆市,七堵區,2097,9.20
基隆市,暖暖區,1911,10.78
基隆市,仁愛區,2449,13.80
基隆市,中山區,3577,16.12
基隆市,安樂區,3770,10.06
基隆市,信義區,2810,11.46
