縣市,鄉鎮市區,109H1宅數,109H1比率(%)
基隆市,全區,20746,12.47
基隆市,中正區,4338,15.94
基隆市,七堵區,2248,10.00
基隆市,暖暖區,2245,12.64
基隆市,仁愛區,2268,12.80
基隆市,中山區,2454,12.13
基隆市,安樂區,3634,9.86
基隆市,信義區,3559,14.77
