縣市,鄉鎮市區,098宅數,098比率(%)
基隆市,全區,22041,14.18
基隆市,中正區,4613,17.64
基隆市,七堵區,2201,10.64
基隆市,暖暖區,2306,14.89
基隆市,仁愛區,2580,14.80
基隆市,中山區,2923,14.47
基隆市,安樂區,4126,12.13
基隆市,信義區,3292,15.32
