縣市,鄉鎮市區,101宅數,101比率(%)
臺北市,全區,63390,7.22
臺北市,松山區,3852,5.86
臺北市,信義區,4037,5.36
臺北市,大安區,6159,6.32
臺北市,中山區,8271,8.78
臺北市,中正區,4988,9.76
臺北市,大同區,4009,9.38
臺北市,萬華區,5751,8.66
臺北市,文山區,5440,6.19
臺北市,南港區,3378,8.94
臺北市,內湖區,5136,5.83
臺北市,士林區,5865,6.41
臺北市,北投區,6504,8.19
