縣市,鄉鎮市區,110H2宅數,110H2比率(%)
臺北市,全區,58930,6.54
臺北市,松山區,3742,5.65
臺北市,信義區,4197,5.54
臺北市,大安區,6001,6.15
臺北市,中山區,7038,7.32
臺北市,中正區,4879,9.24
臺北市,大同區,3585,8.02
臺北市,萬華區,5798,8.38
臺北市,文山區,4908,5.28
臺北市,南港區,2178,5.54
臺北市,內湖區,4310,4.72
臺北市,士林區,5800,6.27
臺北市,北投區,6494,7.83
