縣市,鄉鎮市區,108宅數,108比率(%)
新北市,全區,136477,8.37
新北市,板橋區,12395,5.90
新北市,三重區,9831,6.26
新北市,中和區,10197,5.98
新北市,永和區,5327,5.91
新北市,新莊區,9788,6.42
新北市,新店區,9904,7.49
新北市,樹林區,3835,5.93
新北市,鶯歌區,2990,9.27
新北市,三峽區,4271,9.14
新北市,淡水區,21805,19.16
新北市,汐止區,8410,8.41
新北市,瑞芳區,2936,16.92
新北市,土城區,5435,6.32
新北市,蘆洲區,3590,5.08
新北市,五股區,3144,9.29
新北市,泰山區,1373,4.82
新北市,林口區,7351,14.01
新北市,深坑區,845,8.06
新北市,石碇區,264,17.12
新北市,坪林區,168,16.60
新北市,三芝區,3783,27.88
新北市,石門區,620,20.76
新北市,八里區,2092,12.91
新北市,平溪區,381,20.45
新北市,雙溪區,649,20.33
新北市,貢寮區,544,16.04
新北市,金山區,1631,20.64
新北市,萬里區,2767,32.01
新北市,烏來區,151,16.08
