縣市,鄉鎮市區,098宅數,098比率(%)
新北市,全區,121018,8.47
新北市,板橋區,10839,5.69
新北市,三重區,11183,7.81
新北市,中和區,8431,5.41
新北市,永和區,4412,5.13
新北市,新莊區,7901,6.04
新北市,新店區,8490,7.28
新北市,樹林區,5626,9.72
新北市,鶯歌區,3333,11.74
新北市,三峽區,6019,15.29
新北市,淡水區,12666,16.35
新北市,汐止區,8686,9.67
新北市,瑞芳區,2962,17.23
新北市,土城區,4780,5.91
新北市,蘆洲區,3502,5.45
新北市,五股區,2126,8.08
新北市,泰山區,1389,5.30
新北市,林口區,5234,16.63
新北市,深坑區,639,7.06
新北市,石碇區,182,15.76
新北市,坪林區,76,15.86
新北市,三芝區,4099,30.51
新北市,石門區,519,17.72
新北市,八里區,2558,17.87
新北市,平溪區,372,20.79
新北市,雙溪區,550,17.78
新北市,貢寮區,246,7.52
新北市,金山區,1242,16.77
新北市,萬里區,2866,32.95
新北市,烏來區,90,12.90
