縣市,鄉鎮市區,102宅數,102比率(%)
新北市,全區,117809,7.83
新北市,板橋區,10308,5.19
新北市,三重區,10152,6.80
新北市,中和區,8733,5.39
新北市,永和區,4386,4.99
新北市,新莊區,9159,6.63
新北市,新店區,9635,7.84
新北市,樹林區,4249,6.77
新北市,鶯歌區,2699,9.27
新北市,三峽區,5304,12.26
新北市,淡水區,13049,14.68
新北市,汐止區,7689,8.19
新北市,瑞芳區,2928,16.99
新北市,土城區,4474,5.42
新北市,蘆洲區,3344,5.05
新北市,五股區,1770,6.45
新北市,泰山區,1386,5.17
新北市,林口區,5392,13.87
新北市,深坑區,761,7.63
新北市,石碇區,236,17.72
新北市,坪林區,107,16.20
新北市,三芝區,3903,28.96
新北市,石門區,529,17.74
新北市,八里區,2120,14.15
新北市,平溪區,393,21.58
新北市,雙溪區,584,18.73
新北市,貢寮區,412,12.33
新北市,金山區,1280,17.14
新北市,萬里區,2714,31.03
新北市,烏來區,113,14.27
