縣市,鄉鎮市區,113H1宅數,113H1比率(%)
新北市,全區,126913,7.42
新北市,板橋區,14040,6.32
新北市,三重區,11413,6.85
新北市,中和區,8827,5.03
新北市,永和區,5609,6.11
新北市,新莊區,9237,5.74
新北市,新店區,9645,6.92
新北市,樹林區,3778,5.74
新北市,鶯歌區,3043,8.68
新北市,三峽區,4304,8.92
新北市,淡水區,15252,12.79
新北市,汐止區,7388,7.12
新北市,瑞芳區,2843,16.45
新北市,土城區,5344,5.79
新北市,蘆洲區,3132,4.35
新北市,五股區,2708,7.21
新北市,泰山區,1774,5.92
新北市,林口區,5086,8.77
新北市,深坑區,724,6.85
新北市,石碇區,333,18.08
新北市,坪林區,237,18.82
新北市,三芝區,3387,24.09
新北市,石門區,650,21.55
新北市,八里區,2131,11.28
新北市,平溪區,434,22.82
新北市,雙溪區,633,19.81
新北市,貢寮區,604,17.92
新北市,金山區,1571,19.73
新北市,萬里區,2561,29.54
新北市,烏來區,225,20.78
