縣市,鄉鎮市區,111H1宅數,111H1比率(%)
新北市,全區,133689,7.99
新北市,板橋區,13999,6.48
新北市,三重區,11522,7.12
新北市,中和區,9858,5.67
新北市,永和區,5993,6.57
新北市,新莊區,9115,5.81
新北市,新店區,10677,7.86
新北市,樹林區,4071,6.23
新北市,鶯歌區,3465,10.16
新北市,三峽區,4374,9.17
新北市,淡水區,16861,14.62
新北市,汐止區,7800,7.64
新北市,瑞芳區,2961,17.06
新北市,土城區,5639,6.34
新北市,蘆洲區,3692,5.16
新北市,五股區,2356,6.60
新北市,泰山區,1750,6.02
新北市,林口區,5433,9.78
新北市,深坑區,794,7.53
新北市,石碇區,285,15.99
新北市,坪林區,222,18.13
新北市,三芝區,3588,26.39
新北市,石門區,590,19.60
新北市,八里區,2511,14.00
新北市,平溪區,411,21.75
新北市,雙溪區,622,19.45
新北市,貢寮區,600,17.61
新北市,金山區,1610,20.23
新北市,萬里區,2661,30.69
新北市,烏來區,229,21.68
