縣市,鄉鎮市區,101宅數,101比率(%)
新北市,全區,119136,7.97
新北市,板橋區,10825,5.46
新北市,三重區,9785,6.59
新北市,中和區,8630,5.34
新北市,永和區,4783,5.45
新北市,新莊區,9144,6.69
新北市,新店區,8538,7.05
新北市,樹林區,4673,7.47
新北市,鶯歌區,2837,9.77
新北市,三峽區,5841,13.61
新北市,淡水區,13600,15.44
新北市,汐止區,7902,8.45
新北市,瑞芳區,2911,16.87
新北市,土城區,4284,5.21
新北市,蘆洲區,3260,4.94
新北市,五股區,1667,6.18
新北市,泰山區,1321,4.93
新北市,林口區,6000,15.92
新北市,深坑區,820,8.26
新北市,石碇區,226,17.38
新北市,坪林區,91,14.63
新北市,三芝區,3976,29.50
新北市,石門區,543,18.24
新北市,八里區,1941,13.24
新北市,平溪區,372,20.45
新北市,雙溪區,574,18.45
新北市,貢寮區,385,11.55
新北市,金山區,1293,17.36
新北市,萬里區,2811,32.12
新北市,烏來區,103,13.17
