縣市,鄉鎮市區,110H1宅數,110H1比率(%)
新北市,全區,128308,7.76
新北市,板橋區,13438,6.28
新北市,三重區,9856,6.20
新北市,中和區,9770,5.66
新北市,永和區,5497,6.04
新北市,新莊區,8761,5.65
新北市,新店區,9376,7.00
新北市,樹林區,3741,5.74
新北市,鶯歌區,3552,10.63
新北市,三峽區,4091,8.65
新北市,淡水區,18394,16.03
新北市,汐止區,7204,7.14
新北市,瑞芳區,2848,16.41
新北市,土城區,4911,5.64
新北市,蘆洲區,3126,4.39
新北市,五股區,2729,7.79
新北市,泰山區,1561,5.42
新北市,林口區,5891,10.84
新北市,深坑區,745,7.06
新北市,石碇區,277,15.81
新北市,坪林區,197,16.45
新北市,三芝區,3508,25.83
新北市,石門區,586,19.50
新北市,八里區,2204,12.71
新北市,平溪區,373,19.78
新北市,雙溪區,623,19.48
新北市,貢寮區,548,16.16
新北市,金山區,1611,20.32
新北市,萬里區,2672,30.85
新北市,烏來區,218,21.18
