縣市,鄉鎮市區,107宅數,107比率(%)
新北市,全區,133994,8.33
新北市,板橋區,12136,5.84
新北市,三重區,10529,6.74
新北市,中和區,9632,5.70
新北市,永和區,4614,5.16
新北市,新莊區,9814,6.53
新北市,新店區,10270,7.84
新北市,樹林區,3817,5.93
新北市,鶯歌區,3316,10.62
新北市,三峽區,4467,9.67
新北市,淡水區,18264,16.86
新北市,汐止區,8545,8.64
新北市,瑞芳區,2912,16.80
新北市,土城區,5080,5.99
新北市,蘆洲區,4072,5.79
新北市,五股區,3156,9.54
新北市,泰山區,1293,4.55
新北市,林口區,8624,17.26
新北市,深坑區,736,7.12
新北市,石碇區,255,17.22
新北市,坪林區,154,18.10
新北市,三芝區,3661,27.03
新北市,石門區,583,19.50
新北市,八里區,2108,13.14
新北市,平溪區,407,21.93
新北市,雙溪區,618,19.43
新北市,貢寮區,554,16.39
新北市,金山區,1458,18.87
新北市,萬里區,2761,31.94
新北市,烏來區,158,17.16
