縣市,鄉鎮市區,村里,105年宅數,105年比例
新北市,板橋區,留侯里,48,6.56%
新北市,板橋區,流芳里,66,9.07%
新北市,板橋區,赤松里,48,13.68%
新北市,板橋區,黃石里,35,9.06%
新北市,板橋區,挹秀里,130,15.29%
新北市,板橋區,湳興里,152,6.03%
新北市,板橋區,新興里,288,15.31%
新北市,板橋區,社後里,193,8.40%
新北市,板橋區,香社里,37,2.74%
新北市,板橋區,中正里,50,3.38%
新北市,板橋區,自強里,76,3.95%
新北市,板橋區,自立里,24,2.31%
新北市,板橋區,光華里,54,5.12%
新北市,板橋區,國光里,34,2.34%
新北市,板橋區,港尾里,40,3.71%
新北市,板橋區,金華里,45,3.29%
新北市,板橋區,港德里,53,2.93%
新北市,板橋區,民權里,38,3.57%
新北市,板橋區,建國里,63,4.56%
新北市,板橋區,漢生里,71,4.59%
新北市,板橋區,公?里,47,3.25%
新北市,板橋區,新民里,57,3.97%
新北市,板橋區,幸福里,52,3.47%
新北市,板橋區,忠誠里,45,2.87%
新北市,板橋區,百壽里,35,3.45%
新北市,板橋區,介壽里,37,3.48%
新北市,板橋區,新埔里,30,3.15%
新北市,板橋區,華江里,152,4.25%
新北市,板橋區,江翠里,67,3.56%
新北市,板橋區,純翠里,105,4.69%
新北市,板橋區,溪頭里,86,3.52%
新北市,板橋區,聯翠里,66,3.51%
新北市,板橋區,宏翠里,75,2.88%
新北市,板橋區,仁翠里,39,3.81%
新北市,板橋區,新翠里,80,2.60%
新北市,板橋區,吉翠里,41,3.25%
新北市,板橋區,德翠里,54,2.12%
新北市,板橋區,滿翠里,22,1.95%
新北市,板橋區,明翠里,89,4.62%
新北市,板橋區,松翠里,46,3.09%
新北市,板橋區,柏翠里,120,6.03%
新北市,板橋區,龍翠里,124,6.09%
新北市,板橋區,華翠里,35,2.64%
新北市,板橋區,忠翠里,200,4.40%
新北市,板橋區,嵐翠里,15,1.46%
新北市,板橋區,文翠里,56,3.46%
新北市,板橋區,青翠里,39,3.26%
新北市,板橋區,懷翠里,46,2.19%
新北市,板橋區,福翠里,35,6.56%
新北市,板橋區,港嘴里,71,2.99%
新北市,板橋區,振興里,69,4.29%
新北市,板橋區,振義里,63,3.81%
新北市,板橋區,光復里,93,6.50%
新北市,板橋區,埔墘里,117,4.26%
新北市,板橋區,長壽里,156,14.42%
新北市,板橋區,福壽里,52,4.06%
新北市,板橋區,海山里,81,3.51%
新北市,板橋區,九如里,63,5.87%
新北市,板橋區,玉光里,123,5.68%
新北市,板橋區,光仁里,28,3.10%
新北市,板橋區,埤墘里,203,11.65%
新北市,板橋區,永安里,27,2.00%
新北市,板橋區,雙玉里,48,3.59%
新北市,板橋區,廣新里,44,3.92%
新北市,板橋區,深丘里,309,8.02%
新北市,板橋區,香丘里,67,4.91%
新北市,板橋區,西安里,42,4.42%
新北市,板橋區,東丘里,56,3.66%
新北市,板橋區,長安里,69,4.94%
新北市,板橋區,福丘里,225,8.88%
新北市,板橋區,福祿里,119,7.89%
新北市,板橋區,民族里,73,5.09%
新北市,板橋區,國泰里,134,9.07%
新北市,板橋區,福德里,106,5.44%
新北市,板橋區,景星里,545,26.32%
新北市,板橋區,福星里,74,5.49%
新北市,板橋區,鄉雲里,122,6.88%
新北市,板橋區,廣德里,145,5.64%
新北市,板橋區,大豐里,82,4.96%
新北市,板橋區,重慶里,143,4.47%
新北市,板橋區,仁愛里,36,3.45%
新北市,板橋區,和平里,59,3.47%
新北市,板橋區,廣福里,41,2.83%
新北市,板橋區,華興里,42,2.66%
新北市,板橋區,華貴里,19,1.96%
新北市,板橋區,華德里,154,4.92%
新北市,板橋區,華東里,744,19.27%
新北市,板橋區,信義里,169,9.45%
新北市,板橋區,浮洲里,34,3.05%
新北市,板橋區,華中里,39,2.24%
新北市,板橋區,僑中里,262,17.56%
新北市,板橋區,中山里,1019,48.20%
新北市,板橋區,復興里,19,6.03%
新北市,板橋區,大安里,66,4.23%
新北市,板橋區,福安里,49,5.17%
新北市,板橋區,聚安里,60,3.14%
新北市,板橋區,龍安里,54,5.25%
新北市,板橋區,崑崙里,156,4.11%
新北市,板橋區,溪洲里,91,4.13%
新北市,板橋區,溪北里,77,5.45%
新北市,板橋區,香雅里,33,3.57%
新北市,板橋區,新生里,24,1.74%
新北市,板橋區,文德里,41,3.56%
新北市,板橋區,文化里,102,7.71%
新北市,板橋區,新海里,37,3.32%
新北市,板橋區,莒光里,48,4.02%
新北市,板橋區,富貴里,18,2.13%
新北市,板橋區,正泰里,37,3.66%
新北市,板橋區,民生里,42,4.93%
新北市,板橋區,後埔里,114,6.99%
新北市,板橋區,華福里,17,2.59%
新北市,板橋區,堂春里,44,3.33%
新北市,板橋區,成和里,104,4.06%
新北市,板橋區,光榮里,29,3.19%
新北市,板橋區,民安里,29,3.82%
新北市,板橋區,陽明里,36,3.54%
新北市,板橋區,朝陽里,22,1.93%
新北市,板橋區,松柏里,54,5.55%
新北市,板橋區,文聖里,34,2.54%
新北市,板橋區,居仁里,102,7.98%
新北市,板橋區,莊敬里,54,3.49%
新北市,板橋區,東安里,23,3.23%
新北市,板橋區,五權里,47,3.19%
新北市,板橋區,溪福里,195,3.84%
新北市,板橋區,大觀里,43,3.42%
新北市,板橋區,歡園里,14,4.67%
新北市,三重區,大有里,80,4.31%
新北市,三重區,二重里,22,4.41%
新北市,三重區,頂崁里,26,4.09%
新北市,三重區,谷王里,10,3.75%
新北市,三重區,中興里,270,16.42%
新北市,三重區,德厚里,3,2.17%
新北市,三重區,成功里,202,6.45%
新北市,三重區,福祉里,143,6.13%
新北市,三重區,福民里,88,6.92%
新北市,三重區,過田里,151,5.62%
新北市,三重區,錦田里,143,15.38%
