縣市,鄉鎮市區,106宅數,106比率(%)
彰化縣,全區,39219,9.97
彰化縣,彰化市,7706,9.74
彰化縣,鹿港鎮,2755,10.45
彰化縣,和美鎮,2723,9.36
彰化縣,北斗鎮,1221,10.50
彰化縣,員林市,3743,9.64
彰化縣,溪湖鎮,1573,9.61
彰化縣,田中鎮,1439,10.88
彰化縣,二林鎮,1493,9.50
彰化縣,線西鄉,529,11.69
彰化縣,伸港鄉,1138,10.85
彰化縣,福興鄉,1335,10.07
彰化縣,秀水鄉,1233,10.43
彰化縣,花壇鄉,1250,8.81
彰化縣,芬園鄉,716,10.55
彰化縣,大村鄉,604,6.12
彰化縣,埔鹽鄉,808,9.50
彰化縣,埔心鄉,1059,10.58
彰化縣,永靖鄉,841,8.59
彰化縣,社頭鄉,1005,8.77
彰化縣,二水鄉,580,11.44
彰化縣,田尾鄉,953,11.08
彰化縣,埤頭鄉,1323,13.04
彰化縣,芳苑鄉,1126,10.68
彰化縣,大城鄉,518,11.88
彰化縣,竹塘鄉,665,13.47
彰化縣,溪州鄉,883,10.12
