縣市,鄉鎮市區,112Q3宅數
桃園市,全區,16801
桃園市,桃園區,2687
桃園市,中壢區,3964
桃園市,平鎮區,472
桃園市,八德區,932
桃園市,楊梅區,917
桃園市,大溪區,280
桃園市,蘆竹區,403
桃園市,大園區,1092
桃園市,龜山區,4262
桃園市,龍潭區,512
桃園市,新屋區,219
桃園市,觀音區,1061
桃園市,復興區,0
