縣市,鄉鎮市區,村里,108年第三季宅數
桃園市,新屋區,新屋里,0
桃園市,新屋區,新生里,0
桃園市,新屋區,後湖里,0
桃園市,新屋區,清華里,0
桃園市,新屋區,頭洲里,0
桃園市,新屋區,埔頂里,0
桃園市,新屋區,九斗里,0
桃園市,新屋區,社子里,0
桃園市,新屋區,東明里,0
桃園市,新屋區,石磊里,0
桃園市,新屋區,下埔里,0
桃園市,新屋區,下田里,0
桃園市,新屋區,石牌里,0
桃園市,新屋區,赤欄里,0
桃園市,新屋區,永興里,0
桃園市,新屋區,永安里,0
桃園市,新屋區,笨港里,0
桃園市,新屋區,深圳里,0
桃園市,新屋區,蚵間里,0
桃園市,新屋區,?榔里,0
桃園市,新屋區,後庄里,0
桃園市,新屋區,大坡里,0
桃園市,新屋區,望間里,0
桃園市,觀音區,觀音里,0
桃園市,觀音區,白玉里,0
桃園市,觀音區,廣興里,0
桃園市,觀音區,大潭里,0
桃園市,觀音區,武威里,0
桃園市,觀音區,保生里,0
桃園市,觀音區,三和里,0
桃園市,觀音區,新興里,0
桃園市,觀音區,坑尾里,0
桃園市,觀音區,金湖里,0
桃園市,觀音區,藍埔里,0
桃園市,觀音區,大同里,0
桃園市,觀音區,大堀里,0
桃園市,觀音區,崙坪里,0
桃園市,觀音區,富源里,0
桃園市,觀音區,上大里,0
桃園市,觀音區,新坡里,0
桃園市,觀音區,廣福里,0
桃園市,觀音區,塔腳里,0
桃園市,觀音區,保障里,0
桃園市,觀音區,草漯里,0
桃園市,觀音區,樹林里,0
桃園市,觀音區,富林里,0
桃園市,觀音區,草新里,0
桃園市,復興區,三民里,0
桃園市,復興區,澤仁里,0
桃園市,復興區,義盛里,0
桃園市,復興區,霞雲里,0
桃園市,復興區,長興里,0
桃園市,復興區,三光里,0
桃園市,復興區,奎輝里,0
桃園市,復興區,華陵里,0
桃園市,復興區,羅浮里,0
桃園市,復興區,高義里,0
