縣市,鄉鎮市區,村里,102年宅數,102年比例
苗栗縣,苗栗市,中苗里,67,11.14%
苗栗縣,苗栗市,建功里,278,12.99%
苗栗縣,苗栗市,青苗里,71,12.22%
苗栗縣,苗栗市,玉清里,77,8.17%
苗栗縣,苗栗市,玉華里,96,6.84%
苗栗縣,苗栗市,維新里,108,7.53%
苗栗縣,苗栗市,維祥里,98,6.93%
苗栗縣,苗栗市,綠苗里,71,15.26%
苗栗縣,苗栗市,高苗里,159,10.89%
苗栗縣,苗栗市,玉苗里,54,12.02%
苗栗縣,苗栗市,大同里,68,18.64%
苗栗縣,苗栗市,新苗里,75,15.56%
苗栗縣,苗栗市,勝利里,162,9.48%
苗栗縣,苗栗市,恭敬里,155,11.84%
苗栗縣,苗栗市,上苗里,142,15.12%
苗栗縣,苗栗市,北苗里,189,8.10%
苗栗縣,苗栗市,清華里,164,10.84%
苗栗縣,苗栗市,嘉盛里,159,10.41%
苗栗縣,苗栗市,福星里,225,11.55%
苗栗縣,苗栗市,新川里,75,15.20%
苗栗縣,苗栗市,文山里,153,10.85%
苗栗縣,苗栗市,福麗里,210,9.71%
苗栗縣,苗栗市,水源里,293,19.46%
苗栗縣,苗栗市,新英里,130,15.92%
苗栗縣,苗栗市,福安里,127,9.21%
苗栗縣,苗栗市,嘉新里,52,5.22%
苗栗縣,苗栗市,南勢里,130,15.41%
苗栗縣,苗栗市,文聖里,78,6.51%
苗栗縣,苑裡鎮,苑東里,86,9.51%
苗栗縣,苑裡鎮,苑南里,74,10.15%
苗栗縣,苑裡鎮,苑北里,67,15.16%
苗栗縣,苑裡鎮,西平里,59,11.41%
苗栗縣,苑裡鎮,苑港里,56,15.26%
苗栗縣,苑裡鎮,西勢里,91,11.85%
苗栗縣,苑裡鎮,海岸里,46,12.96%
苗栗縣,苑裡鎮,房裡里,97,12.52%
苗栗縣,苑裡鎮,客庄里,185,11.24%
苗栗縣,苑裡鎮,中正里,70,9.78%
苗栗縣,苑裡鎮,苑坑里,30,10.04%
苗栗縣,苑裡鎮,水坡里,18,12.62%
苗栗縣,苑裡鎮,新復里,53,11.91%
苗栗縣,苑裡鎮,山?里,124,21.05%
苗栗縣,苑裡鎮,舊社里,84,11.84%
苗栗縣,苑裡鎮,福田里,46,11.54%
苗栗縣,苑裡鎮,石鎮里,24,17.76%
苗栗縣,苑裡鎮,蕉埔里,33,15.69%
苗栗縣,苑裡鎮,社苓里,69,9.46%
苗栗縣,苑裡鎮,泰田里,38,7.58%
苗栗縣,苑裡鎮,上?里,11,2.44%
