縣市,鄉鎮市區,109Q3宅數
臺中市,全區,8904
臺中市,中區,19
臺中市,東區,144
臺中市,南區,369
臺中市,西區,196
臺中市,北區,313
臺中市,西屯區,1293
臺中市,南屯區,1614
臺中市,北屯區,1326
臺中市,豐原區,477
臺中市,東勢區,40
臺中市,大甲區,83
臺中市,清水區,283
臺中市,沙鹿區,333
臺中市,梧棲區,158
臺中市,后里區,54
臺中市,神岡區,63
臺中市,潭子區,87
臺中市,大雅區,86
臺中市,新社區,0
臺中市,石岡區,0
臺中市,外埔區,26
臺中市,大安區,4
臺中市,烏日區,349
臺中市,大肚區,94
臺中市,龍井區,241
臺中市,霧峰區,102
臺中市,太平區,429
臺中市,大里區,721
臺中市,和平區,0
