縣市,鄉鎮市區,109Q1宅數
金門縣,全區,521
金門縣,金城鎮,120
金門縣,金湖鎮,242
金門縣,金沙鎮,15
金門縣,金寧鄉,141
金門縣,烈嶼鄉,3
金門縣,烏坵鄉,0
