縣市,鄉鎮市區,110H2宅數,110H2比率(%)
花蓮縣,全區,16896,12.80
花蓮縣,花蓮市,5165,11.76
花蓮縣,鳳林鎮,833,16.89
花蓮縣,玉里鎮,1380,14.31
花蓮縣,新城鄉,1634,18.69
花蓮縣,吉安鄉,2486,7.62
花蓮縣,壽豐鄉,1509,18.11
花蓮縣,光復鄉,976,17.78
花蓮縣,豐濱鄉,417,24.19
花蓮縣,瑞穗鄉,939,18.44
花蓮縣,富里鄉,789,17.47
花蓮縣,秀林鄉,310,7.97
花蓮縣,萬榮鄉,205,13.19
花蓮縣,卓溪鄉,253,16.29
