縣市,鄉鎮市區,100宅數,100比率(%)
花蓮縣,全區,16575,13.12
花蓮縣,花蓮市,5426,12.56
花蓮縣,鳳林鎮,800,16.67
花蓮縣,玉里鎮,1394,15.02
花蓮縣,新城鄉,1105,14.32
花蓮縣,吉安鄉,2842,9.33
花蓮縣,壽豐鄉,1325,16.41
花蓮縣,光復鄉,1002,18.46
花蓮縣,豐濱鄉,403,23.61
花蓮縣,瑞穗鄉,961,19.79
花蓮縣,富里鄉,664,15.22
花蓮縣,秀林鄉,247,6.97
花蓮縣,萬榮鄉,181,12.53
花蓮縣,卓溪鄉,225,15.49
