縣市,鄉鎮市區,村里,107年宅數,107年比例
花蓮縣,花蓮市,民立里,83,10.68%
花蓮縣,花蓮市,民運里,136,11.71%
花蓮縣,花蓮市,民族里,71,28.87%
花蓮縣,花蓮市,主信里,259,52.65%
花蓮縣,花蓮市,主睦里,65,17.87%
花蓮縣,花蓮市,主和里,158,12.40%
花蓮縣,花蓮市,國威里,152,20.55%
花蓮縣,花蓮市,國風里,121,9.31%
花蓮縣,花蓮市,民德里,142,15.44%
花蓮縣,花蓮市,民意里,192,16.56%
花蓮縣,花蓮市,民治里,0,0.00%
花蓮縣,花蓮市,主義里,41,19.43%
花蓮縣,花蓮市,主工里,35,12.68%
花蓮縣,花蓮市,主農里,172,11.45%
花蓮縣,花蓮市,國治里,80,17.16%
花蓮縣,花蓮市,國富里,334,12.31%
花蓮縣,花蓮市,民政里,209,10.45%
花蓮縣,花蓮市,民勤里,174,11.88%
花蓮縣,花蓮市,民生里,89,15.45%
花蓮縣,花蓮市,主商里,41,14.10%
花蓮縣,花蓮市,主學里,138,17.09%
花蓮縣,花蓮市,國光里,96,16.89%
花蓮縣,花蓮市,國聯里,356,17.95%
花蓮縣,花蓮市,國強里,63,8.47%
花蓮縣,花蓮市,民心里,31,8.41%
花蓮縣,花蓮市,民樂里,77,15.63%
花蓮縣,花蓮市,民主里,80,19.91%
花蓮縣,花蓮市,主勤里,52,15.36%
花蓮縣,花蓮市,主力里,160,11.65%
花蓮縣,花蓮市,國安里,44,14.88%
花蓮縣,花蓮市,國魂里,103,10.97%
花蓮縣,花蓮市,國慶里,77,14.52%
花蓮縣,花蓮市,民享里,132,8.39%
花蓮縣,花蓮市,民有里,31,15.29%
花蓮縣,花蓮市,民權里,62,25.00%
花蓮縣,花蓮市,主計里,68,15.15%
花蓮縣,花蓮市,主權里,248,10.33%
花蓮縣,花蓮市,國華里,113,12.26%
花蓮縣,花蓮市,國防里,77,17.65%
花蓮縣,花蓮市,國福里,71,12.00%
花蓮縣,花蓮市,國裕里,240,11.10%
花蓮縣,花蓮市,主安里,100,10.25%
花蓮縣,花蓮市,國盛里,617,20.66%
花蓮縣,花蓮市,國興里,186,9.13%
花蓮縣,花蓮市,民孝里,123,7.89%
花蓮縣,鳳林鎮,鳳仁里,75,12.84%
花蓮縣,鳳林鎮,鳳義里,49,17.06%
花蓮縣,鳳林鎮,鳳禮里,42,14.00%
花蓮縣,鳳林鎮,鳳智里,110,16.35%
花蓮縣,鳳林鎮,鳳信里,106,16.47%
花蓮縣,鳳林鎮,山興里,60,27.56%
花蓮縣,鳳林鎮,大榮里,129,22.30%
花蓮縣,鳳林鎮,北林里,59,22.45%
花蓮縣,鳳林鎮,南平里,66,22.17%
花蓮縣,鳳林鎮,林榮里,89,20.25%
花蓮縣,鳳林鎮,長橋里,89,17.91%
花蓮縣,鳳林鎮,森榮里,24,25.00%
花蓮縣,玉里鎮,中城里,304,12.07%
花蓮縣,玉里鎮,啟模里,168,19.03%
花蓮縣,玉里鎮,永昌里,119,20.33%
花蓮縣,玉里鎮,泰昌里,107,18.62%
花蓮縣,玉里鎮,國武里,77,12.78%
花蓮縣,玉里鎮,源城里,57,12.64%
花蓮縣,玉里鎮,長良里,54,22.91%
花蓮縣,玉里鎮,樂合里,100,21.78%
花蓮縣,玉里鎮,東豐里,47,22.22%
花蓮縣,玉里鎮,觀音里,126,17.98%
花蓮縣,玉里鎮,松浦里,124,20.29%
花蓮縣,玉里鎮,春日里,78,19.05%
花蓮縣,玉里鎮,德武里,49,16.24%
花蓮縣,玉里鎮,三民里,93,20.41%
花蓮縣,玉里鎮,大禹里,92,17.03%
花蓮縣,新城鄉,新城村,110,15.32%
花蓮縣,新城鄉,順安村,81,20.42%
花蓮縣,新城鄉,康樂村,188,16.75%
花蓮縣,新城鄉,北埔村,222,11.80%
花蓮縣,新城鄉,佳林村,33,8.45%
花蓮縣,新城鄉,嘉里村,237,14.86%
花蓮縣,新城鄉,嘉新村,131,17.99%
花蓮縣,新城鄉,大漢村,150,13.42%
花蓮縣,吉安鄉,北昌村,299,8.81%
花蓮縣,吉安鄉,勝安村,231,9.81%
花蓮縣,吉安鄉,太昌村,168,10.34%
花蓮縣,吉安鄉,永安村,175,8.97%
花蓮縣,吉安鄉,慶豐村,223,7.46%
花蓮縣,吉安鄉,吉安村,188,8.57%
花蓮縣,吉安鄉,福興村,105,8.36%
花蓮縣,吉安鄉,南華村,81,12.98%
花蓮縣,吉安鄉,干城村,94,16.05%
花蓮縣,吉安鄉,永興村,145,11.45%
花蓮縣,吉安鄉,稻香村,99,7.71%
花蓮縣,吉安鄉,南昌村,153,8.89%
花蓮縣,吉安鄉,宜昌村,137,7.61%
花蓮縣,吉安鄉,仁里村,266,9.53%
花蓮縣,吉安鄉,東昌村,168,8.67%
花蓮縣,吉安鄉,仁安村,103,10.23%
花蓮縣,吉安鄉,仁和村,219,11.09%
花蓮縣,吉安鄉,光華村,98,10.96%
花蓮縣,壽豐鄉,樹湖村,42,26.37%
花蓮縣,壽豐鄉,溪口村,99,21.05%
花蓮縣,壽豐鄉,豐山村,412,34.11%
花蓮縣,壽豐鄉,豐裡村,85,14.12%
花蓮縣,壽豐鄉,豐坪村,69,18.92%
花蓮縣,壽豐鄉,共和村,109,31.25%
花蓮縣,壽豐鄉,壽豐村,116,15.43%
花蓮縣,壽豐鄉,光榮村,42,13.77%
花蓮縣,壽豐鄉,池南村,115,27.76%
花蓮縣,壽豐鄉,平和村,246,26.92%
花蓮縣,壽豐鄉,志學村,219,14.08%
花蓮縣,壽豐鄉,米棧村,33,27.40%
花蓮縣,壽豐鄉,月眉村,59,20.21%
花蓮縣,壽豐鄉,水璉村,120,30.21%
花蓮縣,壽豐鄉,鹽寮村,109,38.96%
花蓮縣,光復鄉,大安村,101,21.46%
花蓮縣,光復鄉,大華村,133,18.17%
花蓮縣,光復鄉,大平村,87,19.45%
花蓮縣,光復鄉,大馬村,108,21.96%
花蓮縣,光復鄉,大同村,81,15.77%
花蓮縣,光復鄉,大進村,40,18.28%
花蓮縣,光復鄉,大全村,81,22.78%
花蓮縣,光復鄉,大興村,56,23.53%
花蓮縣,光復鄉,大富村,66,30.77%
花蓮縣,光復鄉,大豐村,76,27.88%
花蓮縣,光復鄉,東富村,77,19.51%
花蓮縣,光復鄉,西富村,53,13.54%
花蓮縣,光復鄉,南富村,60,17.65%
花蓮縣,光復鄉,北富村,47,12.71%
花蓮縣,豐濱鄉,豐濱村,190,26.15%
花蓮縣,豐濱鄉,新社村,53,22.35%
花蓮縣,豐濱鄉,磯崎村,29,19.57%
花蓮縣,豐濱鄉,港口村,60,18.36%
花蓮縣,豐濱鄉,靜浦村,66,24.42%
花蓮縣,瑞穗鄉,瑞穗村,170,17.63%
花蓮縣,瑞穗鄉,瑞美村,202,20.99%
花蓮縣,瑞穗鄉,瑞良村,73,26.64%
花蓮縣,瑞穗鄉,瑞祥村,136,25.73%
花蓮縣,瑞穗鄉,瑞北村,37,15.24%
花蓮縣,瑞穗鄉,舞鶴村,97,21.67%
花蓮縣,瑞穗鄉,鶴岡村,64,15.84%
花蓮縣,瑞穗鄉,奇美村,25,20.31%
花蓮縣,瑞穗鄉,富源村,55,15.30%
花蓮縣,瑞穗鄉,富民村,114,25.87%
花蓮縣,瑞穗鄉,富興村,41,14.37%
花蓮縣,富里鄉,吳江村,70,22.73%
花蓮縣,富里鄉,東里村,126,24.05%
花蓮縣,富里鄉,萬寧村,66,22.81%
花蓮縣,富里鄉,新興村,53,16.28%
花蓮縣,富里鄉,竹田村,72,14.44%
花蓮縣,富里鄉,羅山村,51,23.08%
花蓮縣,富里鄉,石牌村,69,16.10%
花蓮縣,富里鄉,明里村,52,40.00%
花蓮縣,富里鄉,富里村,152,22.34%
花蓮縣,富里鄉,永豐村,29,13.91%
花蓮縣,富里鄉,豐南村,78,19.87%
花蓮縣,富里鄉,富南村,39,17.46%
花蓮縣,富里鄉,學田村,34,15.86%
花蓮縣,秀林鄉,崇德村,51,11.49%
花蓮縣,秀林鄉,富世村,76,13.37%
花蓮縣,秀林鄉,秀林村,38,7.32%
花蓮縣,秀林鄉,水源村,16,5.38%
花蓮縣,秀林鄉,銅門村,36,10.00%
花蓮縣,秀林鄉,文蘭村,17,5.82%
花蓮縣,秀林鄉,景美村,44,8.12%
花蓮縣,秀林鄉,佳民村,21,7.22%
花蓮縣,秀林鄉,和平村,28,6.08%
花蓮縣,萬榮鄉,西林村,40,11.36%
花蓮縣,萬榮鄉,見晴村,21,13.64%
花蓮縣,萬榮鄉,萬榮村,17,8.82%
花蓮縣,萬榮鄉,明利村,31,16.03%
花蓮縣,萬榮鄉,馬遠村,36,14.21%
花蓮縣,萬榮鄉,紅葉村,53,14.18%
花蓮縣,卓溪鄉,崙山村,25,15.83%
花蓮縣,卓溪鄉,立山村,60,19.32%
花蓮縣,卓溪鄉,太平村,27,13.21%
花蓮縣,卓溪鄉,卓溪村,36,16.36%
花蓮縣,卓溪鄉,卓清村,46,16.26%
花蓮縣,卓溪鄉,古風村,54,16.59%
