縣市,鄉鎮市區,112H1宅數,112H1比率(%)
花蓮縣,全區,17910,13.47
花蓮縣,花蓮市,5823,13.17
花蓮縣,鳳林鎮,936,18.72
花蓮縣,玉里鎮,1532,15.74
花蓮縣,新城鄉,1378,15.62
花蓮縣,吉安鄉,2620,7.99
花蓮縣,壽豐鄉,1575,18.66
花蓮縣,光復鄉,1002,18.23
花蓮縣,豐濱鄉,416,24.06
花蓮縣,瑞穗鄉,967,18.87
花蓮縣,富里鄉,841,18.52
花蓮縣,秀林鄉,371,9.43
花蓮縣,萬榮鄉,202,12.78
花蓮縣,卓溪鄉,247,15.61
