縣市,鄉鎮市區,102宅數,102比率(%)
桃園市,全區,77823,10.40
桃園市,桃園區,16096,9.98
桃園市,中壢區,16337,10.95
桃園市,平鎮區,7064,9.62
桃園市,八德區,6050,9.57
桃園市,楊梅區,7302,12.56
桃園市,大溪區,3657,11.50
桃園市,蘆竹區,4845,8.72
桃園市,大園區,2715,10.87
桃園市,龜山區,4933,8.77
桃園市,龍潭區,5442,13.02
桃園市,新屋區,1072,8.66
桃園市,觀音區,1921,10.62
桃園市,復興區,389,15.61
