縣市,鄉鎮市區,113Q2宅數
臺南市,全區,10212
臺南市,新營區,252
臺南市,鹽水區,67
臺南市,白河區,19
臺南市,柳營區,106
臺南市,後壁區,4
臺南市,東山區,26
臺南市,麻豆區,250
臺南市,下營區,18
臺南市,六甲區,127
臺南市,官田區,103
臺南市,大內區,10
臺南市,佳里區,310
臺南市,學甲區,125
臺南市,西港區,194
臺南市,七股區,32
臺南市,將軍區,2
臺南市,北門區,0
臺南市,新化區,117
臺南市,善化區,858
臺南市,新市區,380
臺南市,安定區,383
臺南市,山上區,20
臺南市,玉井區,28
臺南市,楠西區,7
臺南市,南化區,0
臺南市,左鎮區,0
臺南市,仁德區,293
臺南市,歸仁區,941
臺南市,關廟區,183
臺南市,龍崎區,0
臺南市,永康區,1455
臺南市,東區,259
臺南市,南區,488
臺南市,北區,502
臺南市,安南區,1603
臺南市,安平區,831
臺南市,中西區,219
