縣市,鄉鎮市區,村里,101年宅數,101年比例
苗栗縣,苗栗市,中苗里,71,11.91%
苗栗縣,苗栗市,建功里,276,12.97%
苗栗縣,苗栗市,青苗里,82,14.06%
苗栗縣,苗栗市,玉清里,77,8.15%
苗栗縣,苗栗市,玉華里,99,7.12%
苗栗縣,苗栗市,維新里,105,7.37%
苗栗縣,苗栗市,維祥里,103,7.29%
苗栗縣,苗栗市,綠苗里,64,13.79%
苗栗縣,苗栗市,高苗里,142,9.83%
苗栗縣,苗栗市,玉苗里,55,12.39%
苗栗縣,苗栗市,大同里,65,17.67%
苗栗縣,苗栗市,新苗里,63,12.94%
苗栗縣,苗栗市,勝利里,168,9.96%
苗栗縣,苗栗市,恭敬里,173,13.27%
苗栗縣,苗栗市,上苗里,138,14.63%
苗栗縣,苗栗市,北苗里,214,9.20%
苗栗縣,苗栗市,清華里,182,12.05%
苗栗縣,苗栗市,嘉盛里,155,10.19%
苗栗縣,苗栗市,福星里,221,11.49%
苗栗縣,苗栗市,新川里,67,13.70%
苗栗縣,苗栗市,文山里,151,10.76%
苗栗縣,苗栗市,福麗里,222,10.37%
苗栗縣,苗栗市,水源里,250,16.68%
苗栗縣,苗栗市,新英里,134,16.46%
苗栗縣,苗栗市,福安里,132,9.67%
苗栗縣,苗栗市,嘉新里,55,5.61%
苗栗縣,苗栗市,南勢里,126,15.02%
苗栗縣,苗栗市,文聖里,76,6.42%
苗栗縣,苑裡鎮,苑東里,94,10.45%
苗栗縣,苑裡鎮,苑南里,72,10.20%
苗栗縣,苑裡鎮,苑北里,62,14.04%
苗栗縣,苑裡鎮,西平里,61,11.91%
苗栗縣,苑裡鎮,苑港里,63,17.21%
苗栗縣,苑裡鎮,西勢里,99,12.98%
苗栗縣,苑裡鎮,海岸里,40,11.26%
苗栗縣,苑裡鎮,房裡里,107,13.83%
苗栗縣,苑裡鎮,客庄里,178,11.04%
苗栗縣,苑裡鎮,中正里,70,9.87%
苗栗縣,苑裡鎮,苑坑里,32,10.89%
苗栗縣,苑裡鎮,水坡里,16,10.89%
苗栗縣,苑裡鎮,新復里,47,11.21%
苗栗縣,苑裡鎮,山?里,123,20.87%
苗栗縣,苑裡鎮,舊社里,75,10.56%
苗栗縣,苑裡鎮,福田里,50,12.62%
苗栗縣,苑裡鎮,石鎮里,24,18.10%
苗栗縣,苑裡鎮,蕉埔里,31,15.03%
苗栗縣,苑裡鎮,社苓里,69,9.62%
苗栗縣,苑裡鎮,泰田里,45,9.14%
苗栗縣,苑裡鎮,上?里,11,2.44%
苗栗縣,苑裡鎮,玉田里,43,8.71%
苗栗縣,苑裡鎮,南勢里,47,22.22%
苗栗縣,苑裡鎮,山柑里,51,12.09%
苗栗縣,苑裡鎮,田心里,32,6.09%
苗栗縣,通霄鎮,通東里,55,10.83%
苗栗縣,通霄鎮,通西里,130,13.60%
苗栗縣,通霄鎮,平元里,84,11.87%
苗栗縣,通霄鎮,梅南里,60,11.97%
苗栗縣,通霄鎮,圳頭里,24,11.88%
苗栗縣,通霄鎮,通南里,110,10.91%
苗栗縣,通霄鎮,城北里,15,7.45%
苗栗縣,通霄鎮,城南里,28,11.83%
苗栗縣,通霄鎮,南和里,21,9.14%
