縣市,鄉鎮市區,105宅數,105比率(%)
苗栗縣,全區,19660,10.33
苗栗縣,苗栗市,3252,9.33
苗栗縣,苑裡鎮,1086,7.71
苗栗縣,通霄鎮,808,7.70
苗栗縣,竹南鎮,3692,12.06
苗栗縣,頭份市,3920,10.72
苗栗縣,後龍鎮,900,7.77
苗栗縣,卓蘭鎮,400,8.75
苗栗縣,大湖鄉,642,13.95
苗栗縣,公館鄉,876,7.90
苗栗縣,銅鑼鄉,543,9.38
苗栗縣,南庄鄉,351,10.44
苗栗縣,頭屋鄉,268,8.01
苗栗縣,三義鄉,507,8.92
苗栗縣,西湖鄉,185,8.55
苗栗縣,造橋鄉,1679,25.91
苗栗縣,三灣鄉,257,10.67
苗栗縣,獅潭鄉,169,11.06
苗栗縣,泰安鄉,125,11.76
