縣市,鄉鎮市區,109H2宅數,109H2比率(%)
苗栗縣,全區,24148,11.85
苗栗縣,苗栗市,4022,10.97
苗栗縣,苑裡鎮,1572,10.42
苗栗縣,通霄鎮,1240,11.60
苗栗縣,竹南鎮,3736,10.92
苗栗縣,頭份市,5167,12.51
苗栗縣,後龍鎮,1261,10.34
苗栗縣,卓蘭鎮,466,9.85
苗栗縣,大湖鄉,728,15.52
苗栗縣,公館鄉,1265,10.95
苗栗縣,銅鑼鄉,678,11.31
苗栗縣,南庄鄉,451,13.00
苗栗縣,頭屋鄉,383,11.20
苗栗縣,三義鄉,593,10.27
苗栗縣,西湖鄉,267,12.10
苗栗縣,造橋鄉,1533,23.34
苗栗縣,三灣鄉,326,13.06
苗栗縣,獅潭鄉,297,18.98
苗栗縣,泰安鄉,163,14.89
