縣市,鄉鎮市區,108宅數,108比率(%)
臺南市,全區,61033,8.76
臺南市,新營區,2868,9.34
臺南市,鹽水區,1220,12.66
臺南市,白河區,1040,9.85
臺南市,柳營區,831,10.72
臺南市,後壁區,989,11.00
臺南市,東山區,780,11.14
臺南市,麻豆區,1733,10.82
臺南市,下營區,800,10.17
臺南市,六甲區,848,10.76
臺南市,官田區,1054,12.10
臺南市,大內區,410,12.11
臺南市,佳里區,1639,7.97
臺南市,學甲區,1077,12.09
臺南市,西港區,605,7.84
臺南市,七股區,685,10.67
臺南市,將軍區,848,14.01
臺南市,北門區,393,14.25
臺南市,新化區,1272,8.43
臺南市,善化區,2009,9.64
臺南市,新市區,1151,7.88
臺南市,安定區,817,8.25
臺南市,山上區,244,10.20
臺南市,玉井區,682,13.40
臺南市,楠西區,548,17.23
臺南市,南化區,355,15.20
臺南市,左鎮區,299,19.27
臺南市,仁德區,1808,6.62
臺南市,歸仁區,1444,6.47
臺南市,關廟區,781,7.18
臺南市,龍崎區,227,19.10
臺南市,永康區,6124,6.72
臺南市,東區,6883,9.15
臺南市,南區,3419,7.66
臺南市,北區,4459,8.25
臺南市,安南區,3499,5.78
臺南市,安平區,2574,9.01
臺南市,中西區,4618,13.14
