縣市,鄉鎮市區,110H1宅數,110H1比率(%)
臺南市,全區,61498,8.67
臺南市,新營區,3180,10.15
臺南市,鹽水區,1245,12.71
臺南市,白河區,1040,9.78
臺南市,柳營區,800,10.21
臺南市,後壁區,1163,12.95
臺南市,東山區,831,11.79
臺南市,麻豆區,1628,9.97
臺南市,下營區,871,10.92
臺南市,六甲區,970,11.99
臺南市,官田區,994,11.24
臺南市,大內區,352,10.36
臺南市,佳里區,1764,8.39
臺南市,學甲區,1063,11.82
臺南市,西港區,636,7.90
臺南市,七股區,716,11.07
臺南市,將軍區,815,13.36
臺南市,北門區,434,15.63
臺南市,新化區,1209,7.90
臺南市,善化區,1587,7.31
臺南市,新市區,1129,7.40
臺南市,安定區,745,7.38
臺南市,山上區,228,9.49
臺南市,玉井區,680,13.28
臺南市,楠西區,548,17.14
臺南市,南化區,351,14.93
臺南市,左鎮區,308,19.78
臺南市,仁德區,1863,6.47
臺南市,歸仁區,1431,6.27
臺南市,關廟區,819,7.28
臺南市,龍崎區,202,16.89
臺南市,永康區,5942,6.44
臺南市,東區,6320,8.38
臺南市,南區,3654,8.04
臺南市,北區,4430,8.12
臺南市,安南區,4114,6.57
臺南市,安平區,2662,9.15
臺南市,中西區,4774,13.49
