縣市,鄉鎮市區,098宅數,098比率(%)
臺南市,全區,67758,10.77
臺南市,新營區,3050,10.70
臺南市,鹽水區,1173,12.61
臺南市,白河區,816,8.01
臺南市,柳營區,639,9.06
臺南市,後壁區,960,10.83
臺南市,東山區,672,9.76
臺南市,麻豆區,1649,11.15
臺南市,下營區,704,9.28
臺南市,六甲區,709,9.37
臺南市,官田區,892,11.51
臺南市,大內區,343,10.48
臺南市,佳里區,1775,9.55
臺南市,學甲區,1073,12.88
臺南市,西港區,724,10.08
臺南市,七股區,726,11.71
臺南市,將軍區,687,11.76
臺南市,北門區,344,12.88
臺南市,新化區,1554,10.80
臺南市,善化區,1745,11.75
臺南市,新市區,1159,9.87
臺南市,安定區,1039,11.77
臺南市,山上區,189,8.51
臺南市,玉井區,726,14.95
臺南市,楠西區,482,15.75
臺南市,南化區,298,13.12
臺南市,左鎮區,311,20.25
臺南市,仁德區,1978,8.54
臺南市,歸仁區,1422,7.09
臺南市,關廟區,612,6.08
臺南市,龍崎區,270,22.80
臺南市,永康區,8188,10.29
臺南市,東區,7957,11.28
臺南市,南區,4055,9.93
臺南市,北區,5775,11.55
臺南市,安南區,4400,8.60
臺南市,安平區,3426,13.82
臺南市,中西區,5236,15.56
