縣市,鄉鎮市區,111H2宅數,111H2比率(%)
臺南市,全區,61990,8.57
臺南市,新營區,2954,9.29
臺南市,鹽水區,1204,12.33
臺南市,白河區,1254,12.19
臺南市,柳營區,927,11.54
臺南市,後壁區,1092,12.17
臺南市,東山區,909,12.83
臺南市,麻豆區,1710,10.30
臺南市,下營區,847,10.61
臺南市,六甲區,864,10.51
臺南市,官田區,1036,11.69
臺南市,大內區,462,14.58
臺南市,佳里區,1766,8.20
臺南市,學甲區,1055,11.40
臺南市,西港區,771,9.04
臺南市,七股區,771,11.68
臺南市,將軍區,891,14.49
臺南市,北門區,451,16.18
臺南市,新化區,1296,8.35
臺南市,善化區,1742,7.67
臺南市,新市區,1066,6.82
臺南市,安定區,811,7.79
臺南市,山上區,221,8.85
臺南市,玉井區,757,14.51
臺南市,楠西區,564,17.58
臺南市,南化區,368,15.57
臺南市,左鎮區,313,19.63
臺南市,仁德區,1842,6.29
臺南市,歸仁區,1496,6.30
臺南市,關廟區,780,6.85
臺南市,龍崎區,235,19.67
臺南市,永康區,5816,6.18
臺南市,東區,6180,8.21
臺南市,南區,3290,7.17
臺南市,北區,4391,8.02
臺南市,安南區,5027,7.55
臺南市,安平區,2369,7.79
臺南市,中西區,4462,12.52
