縣市,鄉鎮市區,村里,107年宅數,107年比例
臺南市,新營區,忠政里,221,10.08%
臺南市,新營區,民權里,211,15.00%
臺南市,新營區,三仙里,132,9.73%
臺南市,新營區,好平里,0,0.00%
臺南市,新營區,延平里,0,0.00%
臺南市,新營區,永生里,0,0.00%
臺南市,新營區,大宏里,222,14.44%
臺南市,新營區,王公里,138,7.66%
臺南市,新營區,中營里,70,11.73%
臺南市,新營區,土庫里,60,10.91%
臺南市,新營區,興安里,0,0.00%
臺南市,新營區,南興里,175,14.10%
臺南市,新營區,興業里,156,14.82%
臺南市,新營區,民生里,201,12.60%
臺南市,新營區,民榮里,248,11.00%
臺南市,新營區,埤寮里,95,13.58%
臺南市,新營區,護鎮里,57,10.03%
臺南市,新營區,太南里,104,15.97%
臺南市,新營區,太北里,90,12.90%
臺南市,新營區,南紙里,120,7.43%
臺南市,新營區,嘉芳里,143,15.79%
臺南市,新營區,舊?里,0,0.00%
臺南市,新營區,角帶里,0,0.00%
臺南市,新營區,鐵線里,0,0.00%
臺南市,新營區,五興里,122,17.38%
臺南市,新營區,姑爺里,62,16.28%
臺南市,新營區,新北里,195,8.96%
臺南市,新營區,新南里,234,9.77%
臺南市,新營區,新東里,201,7.18%
臺南市,新營區,永平里,203,14.20%
臺南市,鹽水區,水秀里,103,15.12%
臺南市,鹽水區,福得里,0,0.00%
臺南市,鹽水區,三生里,0,0.00%
臺南市,鹽水區,武廟里,0,0.00%
臺南市,鹽水區,中境里,0,0.00%
臺南市,鹽水區,水仙里,0,0.00%
臺南市,鹽水區,水正里,0,0.00%
臺南市,鹽水區,橋南里,277,15.22%
臺南市,鹽水區,舊營里,0,0.00%
臺南市,鹽水區,汫水里,46,14.04%
臺南市,鹽水區,岸內里,209,12.22%
臺南市,鹽水區,義稠里,0,0.00%
臺南市,鹽水區,下中里,0,0.00%
臺南市,鹽水區,歡雅里,110,15.77%
臺南市,鹽水區,大莊里,0,0.00%
臺南市,鹽水區,桐寮里,0,0.00%
臺南市,鹽水區,後宅里,0,0.00%
臺南市,鹽水區,孫厝里,0,0.00%
臺南市,鹽水區,竹埔里,0,0.00%
臺南市,鹽水區,下林里,0,0.00%
臺南市,鹽水區,田寮里,0,0.00%
臺南市,鹽水區,大豐里,0,0.00%
臺南市,鹽水區,飯店里,0,0.00%
臺南市,鹽水區,河南里,0,0.00%
臺南市,鹽水區,南港里,0,0.00%
臺南市,鹽水區,津城里,110,15.20%
臺南市,鹽水區,月港里,107,14.64%
臺南市,鹽水區,三明里,95,15.11%
臺南市,鹽水區,義中里,92,14.08%
臺南市,鹽水區,文昌里,74,18.85%
臺南市,鹽水區,竹林里,63,15.48%
臺南市,鹽水區,三和里,56,17.13%
臺南市,鹽水區,?頭港里,0,0.00%
臺南市,白河區,白河里,117,14.24%
臺南市,白河區,永安里,175,12.04%
臺南市,白河區,外角里,70,11.13%
臺南市,白河區,庄內里,81,12.35%
臺南市,白河區,秀祐里,52,13.90%
臺南市,白河區,河東里,109,18.18%
臺南市,白河區,虎山里,39,19.78%
臺南市,白河區,大林里,30,14.81%
臺南市,白河區,崁頭里,13,8.70%
臺南市,白河區,六溪里,29,17.86%
臺南市,白河區,仙草里,78,17.62%
臺南市,白河區,關嶺里,139,18.89%
臺南市,白河區,玉豐里,0,0.00%
臺南市,白河區,大竹里,65,12.37%
臺南市,白河區,詔安里,0,0.00%
臺南市,白河區,廣安里,0,0.00%
臺南市,白河區,蓮潭里,0,0.00%
臺南市,白河區,竹門里,59,16.04%
臺南市,白河區,崎內里,35,14.08%
臺南市,白河區,昇安里,88,15.46%
臺南市,白河區,汴頭里,17,16.39%
臺南市,白河區,內角里,31,12.09%
臺南市,白河區,草店里,0,0.00%
臺南市,白河區,甘宅里,0,0.00%
臺南市,白河區,詔豐里,119,14.44%
臺南市,白河區,廣蓮里,93,19.20%
臺南市,白河區,馬稠後里,102,20.00%
臺南市,柳營區,士林里,136,17.01%
臺南市,柳營區,光福里,48,7.66%
臺南市,柳營區,中埕里,56,11.39%
臺南市,柳營區,東昇里,108,9.40%
臺南市,柳營區,八翁里,81,13.68%
臺南市,柳營區,人和里,69,19.52%
臺南市,柳營區,太康里,96,15.61%
臺南市,柳營區,重溪里,109,15.79%
臺南市,柳營區,篤農里,58,11.89%
臺南市,柳營區,大農里,22,8.99%
臺南市,柳營區,神農里,92,17.06%
臺南市,柳營區,果毅里,145,27.59%
臺南市,柳營區,旭山里,153,27.91%
臺南市,後壁區,後壁里,70,9.60%
臺南市,後壁區,侯伯里,79,14.37%
臺南市,後壁區,嘉苳里,64,12.28%
臺南市,後壁區,土溝里,52,11.02%
臺南市,後壁區,嘉田里,0,0.00%
臺南市,後壁區,嘉民里,0,0.00%
臺南市,後壁區,菁豊里,0,0.00%
臺南市,後壁區,崁頂里,0,0.00%
臺南市,後壁區,仕安里,0,0.00%
臺南市,後壁區,竹新里,86,16.59%
臺南市,後壁區,新東里,144,18.71%
臺南市,後壁區,頂安里,79,12.65%
臺南市,後壁區,長安里,83,15.04%
臺南市,後壁區,福安里,135,16.04%
臺南市,後壁區,烏樹里,0,0.00%
臺南市,後壁區,後?里,0,0.00%
臺南市,後壁區,墨林里,0,0.00%
