縣市,鄉鎮市區,109H1宅數,109H1比率(%)
臺南市,全區,61545,8.78
臺南市,新營區,3140,10.12
臺南市,鹽水區,1218,12.49
臺南市,白河區,1024,9.64
臺南市,柳營區,799,10.26
臺南市,後壁區,1087,12.16
臺南市,東山區,810,11.54
臺南市,麻豆區,1830,11.32
臺南市,下營區,817,10.36
臺南市,六甲區,908,11.45
臺南市,官田區,1037,11.82
臺南市,大內區,393,11.58
臺南市,佳里區,1606,7.77
臺南市,學甲區,1052,11.78
臺南市,西港區,608,7.75
臺南市,七股區,698,10.85
臺南市,將軍區,838,13.76
臺南市,北門區,410,14.84
臺南市,新化區,1287,8.45
臺南市,善化區,1784,8.39
臺南市,新市區,1115,7.51
臺南市,安定區,763,7.65
臺南市,山上區,222,9.28
臺南市,玉井區,686,13.45
臺南市,楠西區,554,17.41
臺南市,南化區,349,14.88
臺南市,左鎮區,298,19.18
臺南市,仁德區,1844,6.70
臺南市,歸仁區,1392,6.17
臺南市,關廟區,809,7.33
臺南市,龍崎區,201,16.87
臺南市,永康區,5900,6.46
臺南市,東區,6639,8.82
臺南市,南區,3378,7.54
臺南市,北區,4650,8.55
臺南市,安南區,3789,6.19
臺南市,安平區,2899,10.06
臺南市,中西區,4711,13.41
