縣市,鄉鎮市區,100宅數,100比率(%)
臺南市,全區,59829,9.35
臺南市,新營區,2759,9.56
臺南市,鹽水區,1180,12.64
臺南市,白河區,872,8.42
臺南市,柳營區,622,8.80
臺南市,後壁區,882,9.96
臺南市,東山區,639,9.37
臺南市,麻豆區,1551,10.32
臺南市,下營區,681,8.96
臺南市,六甲區,709,9.36
臺南市,官田區,943,11.96
臺南市,大內區,313,9.62
臺南市,佳里區,1526,8.11
臺南市,學甲區,905,10.84
臺南市,西港區,638,8.88
臺南市,七股區,712,11.37
臺南市,將軍區,675,11.51
臺南市,北門區,320,11.82
臺南市,新化區,1228,8.46
臺南市,善化區,1511,9.79
臺南市,新市區,918,7.71
臺南市,安定區,894,10.06
臺南市,山上區,166,7.46
臺南市,玉井區,672,13.76
臺南市,楠西區,433,14.09
臺南市,南化區,305,13.35
臺南市,左鎮區,292,18.92
臺南市,仁德區,1863,7.63
臺南市,歸仁區,1289,6.29
臺南市,關廟區,586,5.80
臺南市,龍崎區,237,20.01
臺南市,永康區,6763,8.25
臺南市,東區,7099,9.88
臺南市,南區,3422,8.32
臺南市,北區,5030,9.92
臺南市,安南區,4153,7.85
臺南市,安平區,2523,10.08
臺南市,中西區,4518,13.37
