縣市,鄉鎮市區,110Q1宅數
新北市,全區,15241
新北市,板橋區,1758
新北市,三重區,698
新北市,中和區,1543
新北市,永和區,434
新北市,新莊區,1788
新北市,新店區,649
新北市,樹林區,145
新北市,鶯歌區,336
新北市,三峽區,151
新北市,淡水區,3100
新北市,汐止區,1406
新北市,瑞芳區,1
新北市,土城區,1145
新北市,蘆洲區,370
新北市,五股區,363
新北市,泰山區,169
新北市,林口區,823
新北市,深坑區,15
新北市,石碇區,0
新北市,坪林區,0
新北市,三芝區,3
新北市,石門區,0
新北市,八里區,203
新北市,平溪區,0
新北市,雙溪區,0
新北市,貢寮區,1
新北市,金山區,116
新北市,萬里區,2
新北市,烏來區,22
