縣市,鄉鎮市區,村里,107年第三季宅數
新北市,板橋區,留侯里,0
新北市,板橋區,流芳里,0
新北市,板橋區,赤松里,0
新北市,板橋區,黃石里,0
新北市,板橋區,挹秀里,0
新北市,板橋區,湳興里,0
新北市,板橋區,新興里,0
新北市,板橋區,社後里,0
新北市,板橋區,香社里,0
新北市,板橋區,中正里,0
新北市,板橋區,自強里,0
新北市,板橋區,自立里,0
新北市,板橋區,光華里,0
新北市,板橋區,國光里,0
新北市,板橋區,港尾里,0
新北市,板橋區,金華里,0
新北市,板橋區,港德里,0
新北市,板橋區,民權里,0
新北市,板橋區,建國里,0
新北市,板橋區,漢生里,0
新北市,板橋區,公?里,0
新北市,板橋區,新民里,0
新北市,板橋區,幸福里,0
新北市,板橋區,忠誠里,0
新北市,板橋區,百壽里,0
新北市,板橋區,介壽里,0
新北市,板橋區,新埔里,0
新北市,板橋區,華江里,0
新北市,板橋區,江翠里,0
新北市,板橋區,純翠里,0
新北市,板橋區,溪頭里,0
新北市,板橋區,聯翠里,0
新北市,板橋區,宏翠里,0
新北市,板橋區,仁翠里,0
新北市,板橋區,新翠里,0
新北市,板橋區,吉翠里,0
新北市,板橋區,德翠里,0
新北市,板橋區,滿翠里,0
新北市,板橋區,明翠里,0
新北市,板橋區,松翠里,0
新北市,板橋區,柏翠里,0
新北市,板橋區,龍翠里,0
新北市,板橋區,華翠里,0
新北市,板橋區,忠翠里,0
新北市,板橋區,嵐翠里,0
新北市,板橋區,文翠里,0
新北市,板橋區,青翠里,0
新北市,板橋區,懷翠里,0
新北市,板橋區,福翠里,0
新北市,板橋區,港嘴里,0
新北市,板橋區,振興里,0
新北市,板橋區,振義里,0
新北市,板橋區,光復里,0
新北市,板橋區,埔墘里,0
新北市,板橋區,長壽里,0
新北市,板橋區,福壽里,0
新北市,板橋區,海山里,0
新北市,板橋區,九如里,0
新北市,板橋區,玉光里,0
新北市,板橋區,光仁里,0
新北市,板橋區,埤墘里,0
新北市,板橋區,永安里,0
新北市,板橋區,雙玉里,0
新北市,板橋區,廣新里,0
新北市,板橋區,深丘里,0
新北市,板橋區,香丘里,0
新北市,板橋區,西安里,0
新北市,板橋區,東丘里,0
新北市,板橋區,長安里,0
新北市,板橋區,福丘里,0
新北市,板橋區,福祿里,0
新北市,板橋區,民族里,0
新北市,板橋區,國泰里,0
新北市,板橋區,福德里,0
新北市,板橋區,景星里,0
新北市,板橋區,福星里,0
新北市,板橋區,鄉雲里,0
新北市,板橋區,廣德里,0
新北市,板橋區,大豐里,0
新北市,板橋區,重慶里,0
新北市,板橋區,仁愛里,0
新北市,板橋區,和平里,0
新北市,板橋區,廣福里,0
新北市,板橋區,華興里,0
新北市,板橋區,華貴里,0
新北市,板橋區,華德里,0
新北市,板橋區,華東里,0
新北市,板橋區,信義里,0
新北市,板橋區,浮洲里,0
新北市,板橋區,華中里,0
新北市,板橋區,僑中里,0
新北市,板橋區,中山里,0
新北市,板橋區,復興里,0
新北市,板橋區,大安里,0
新北市,板橋區,福安里,0
新北市,板橋區,聚安里,0
新北市,板橋區,龍安里,0
新北市,板橋區,崑崙里,0
新北市,板橋區,溪洲里,0
新北市,板橋區,溪北里,0
新北市,板橋區,香雅里,0
新北市,板橋區,新生里,0
新北市,板橋區,文德里,0
新北市,板橋區,文化里,0
新北市,板橋區,新海里,0
新北市,板橋區,莒光里,0
新北市,板橋區,富貴里,0
新北市,板橋區,正泰里,0
新北市,板橋區,民生里,0
新北市,板橋區,後埔里,0
新北市,板橋區,華福里,0
新北市,板橋區,堂春里,0
新北市,板橋區,成和里,0
新北市,板橋區,光榮里,0
新北市,板橋區,民安里,0
新北市,板橋區,陽明里,0
新北市,板橋區,朝陽里,0
新北市,板橋區,松柏里,0
新北市,板橋區,文聖里,0
新北市,板橋區,居仁里,0
新北市,板橋區,莊敬里,0
新北市,板橋區,東安里,0
新北市,板橋區,五權里,0
新北市,板橋區,溪福里,0
新北市,板橋區,大觀里,0
新北市,板橋區,歡園里,0
新北市,三重區,大有里,0
新北市,三重區,二重里,0
新北市,三重區,頂崁里,0
新北市,三重區,谷王里,0
新北市,三重區,中興里,0
新北市,三重區,德厚里,0
新北市,三重區,成功里,0
新北市,三重區,福祉里,0
新北市,三重區,福民里,0
新北市,三重區,過田里,0
新北市,三重區,錦田里,0
新北市,三重區,重明里,0
新北市,三重區,光田里,0
新北市,三重區,光陽里,0
新北市,三重區,田心里,0
新北市,三重區,福田里,0
新北市,三重區,田中里,0
新北市,三重區,田安里,0
新北市,三重區,三民里,0
新北市,三重區,光明里,0
新北市,三重區,光正里,0
新北市,三重區,同安里,0
新北市,三重區,同慶里,0
新北市,三重區,菜寮里,0
新北市,三重區,永春里,0
新北市,三重區,中正里,0
新北市,三重區,吉利里,0
新北市,三重區,大同里,0
新北市,三重區,中民里,0
新北市,三重區,平和里,0
新北市,三重區,大安里,0
新北市,三重區,仁德里,0
新北市,三重區,忠孝里,0
新北市,三重區,仁義里,0
新北市,三重區,光榮里,0
新北市,三重區,光輝里,0
新北市,三重區,福星里,0
新北市,三重區,福利里,0
新北市,三重區,清和里,0
新北市,三重區,永興里,0
新北市,三重區,中山里,0
新北市,三重區,大園里,0
新北市,三重區,國隆里,0
新北市,三重區,重陽里,0
新北市,三重區,民生里,0
新北市,三重區,重新里,0
新北市,三重區,正德里,0
新北市,三重區,正義里,0
新北市,三重區,正安里,0
新北市,三重區,自強里,0
新北市,三重區,文化里,0
新北市,三重區,中央里,0
新北市,三重區,雙園里,0
新北市,三重區,錦通里,0
新北市,三重區,錦安里,0
新北市,三重區,長安里,0
新北市,三重區,光華里,0
新北市,三重區,長生里,0
新北市,三重區,開元里,0
新北市,三重區,大德里,0
新北市,三重區,長元里,0
新北市,三重區,長江里,0
新北市,三重區,長泰里,0
新北市,三重區,長福里,0
新北市,三重區,介壽里,0
新北市,三重區,萬壽里,0
新北市,三重區,錦江里,0
新北市,三重區,龍濱里,0
新北市,三重區,龍門里,0
新北市,三重區,秀江里,0
新北市,三重區,奕壽里,0
新北市,三重區,三安里,0
新北市,三重區,福安里,0
