縣市,鄉鎮市區,100宅數,100比率(%)
連江縣,全區,296,12.88
連江縣,南竿鄉,124,9.99
連江縣,北竿鄉,106,21.89
連江縣,莒光鄉,51,16.16
連江縣,東引鄉,15,6.07
