縣市,鄉鎮市區,107宅數,107比率(%)
連江縣,全區,456,15.51
連江縣,南竿鄉,233,13.11
連江縣,北竿鄉,125,22.51
連江縣,莒光鄉,76,22.03
連江縣,東引鄉,22,8.60
