縣市,鄉鎮市區,110H2宅數,110H2比率(%)
連江縣,全區,338,11.13
連江縣,南竿鄉,151,8.15
連江縣,北竿鄉,92,16.19
連江縣,莒光鄉,75,20.82
連江縣,東引鄉,20,7.56
