縣市,鄉鎮市區,村里,105年宅數,105年比例
連江縣,南竿鄉,介壽村,60,11.01%
連江縣,南竿鄉,復興村,32,14.45%
連江縣,南竿鄉,福沃村,28,15.44%
連江縣,南竿鄉,清水村,30,13.41%
連江縣,南竿鄉,仁愛村,23,16.98%
連江縣,南竿鄉,津沙村,16,19.61%
連江縣,南竿鄉,馬祖村,8,7.69%
連江縣,南竿鄉,珠螺村,5,19.23%
連江縣,南竿鄉,四維村,10,19.05%
連江縣,北竿鄉,塘岐村,38,17.58%
連江縣,北竿鄉,后沃村,24,44.74%
連江縣,北竿鄉,橋仔村,4,6.06%
連江縣,北竿鄉,芹壁村,26,32.73%
連江縣,北竿鄉,?里村,0,0.00%
連江縣,北竿鄉,白沙村,10,21.21%
連江縣,莒光鄉,青帆村,14,14.12%
連江縣,莒光鄉,田沃村,23,35.00%
連江縣,莒光鄉,西坵村,4,25.00%
連江縣,莒光鄉,福正村,17,35.14%
連江縣,莒光鄉,大坪村,10,9.59%
連江縣,東引鄉,中柳村,16,14.44%
連江縣,東引鄉,樂華村,9,7.02%
