縣市,鄉鎮市區,110H1宅數,110H1比率(%)
連江縣,全區,318,10.53
連江縣,南竿鄉,138,7.56
連江縣,北竿鄉,80,14.08
連江縣,莒光鄉,79,22.03
連江縣,東引鄉,21,8.11
