縣市,鄉鎮市區,村里,103年宅數,103年比例
宜蘭縣,宜蘭市,神農里,181,12.39%
宜蘭縣,宜蘭市,民權里,130,13.95%
宜蘭縣,宜蘭市,進士里,141,11.65%
宜蘭縣,宜蘭市,南橋里,62,13.85%
宜蘭縣,宜蘭市,建業里,114,14.98%
宜蘭縣,宜蘭市,南津里,220,19.50%
宜蘭縣,宜蘭市,凱旋里,71,16.67%
宜蘭縣,宜蘭市,黎明里,106,14.35%
宜蘭縣,宜蘭市,東村里,95,10.54%
宜蘭縣,宜蘭市,延平里,162,12.05%
宜蘭縣,宜蘭市,七張里,48,10.40%
宜蘭縣,宜蘭市,慈安里,95,10.65%
宜蘭縣,宜蘭市,新民里,125,14.58%
宜蘭縣,宜蘭市,東門里,98,16.93%
宜蘭縣,宜蘭市,小東里,85,11.81%
宜蘭縣,宜蘭市,菜園里,88,12.90%
宜蘭縣,宜蘭市,孝廉里,118,18.53%
宜蘭縣,宜蘭市,新生里,174,15.61%
宜蘭縣,宜蘭市,茭白里,101,11.25%
宜蘭縣,宜蘭市,北津里,126,12.68%
宜蘭縣,宜蘭市,梅洲里,173,13.97%
宜蘭縣,宜蘭市,北門里,95,16.98%
宜蘭縣,宜蘭市,中山里,134,23.97%
宜蘭縣,宜蘭市,西門里,95,11.54%
宜蘭縣,宜蘭市,南門里,104,15.40%
宜蘭縣,宜蘭市,負郭里,162,11.31%
宜蘭縣,宜蘭市,民族里,166,14.55%
宜蘭縣,宜蘭市,建軍里,102,12.13%
宜蘭縣,宜蘭市,思源里,297,12.63%
宜蘭縣,宜蘭市,文化里,223,14.53%
宜蘭縣,宜蘭市,復興里,177,11.40%
宜蘭縣,宜蘭市,成功里,179,13.00%
宜蘭縣,宜蘭市,新東里,174,12.28%
宜蘭縣,宜蘭市,七結里,126,10.52%
宜蘭縣,宜蘭市,泰山里,111,12.07%
宜蘭縣,宜蘭市,大新里,81,17.44%
宜蘭縣,宜蘭市,中興里,145,11.65%
宜蘭縣,宜蘭市,擺厘里,255,14.64%
宜蘭縣,羅東鎮,大新里,155,17.06%
宜蘭縣,羅東鎮,東安里,224,12.79%
宜蘭縣,羅東鎮,新群里,133,11.95%
宜蘭縣,羅東鎮,羅莊里,182,12.48%
宜蘭縣,羅東鎮,南昌里,137,11.24%
宜蘭縣,羅東鎮,南豪里,57,10.30%
宜蘭縣,羅東鎮,成功里,91,12.60%
宜蘭縣,羅東鎮,仁德里,98,15.35%
宜蘭縣,羅東鎮,漢民里,232,13.52%
宜蘭縣,羅東鎮,西安里,121,10.16%
宜蘭縣,羅東鎮,北成里,176,12.82%
宜蘭縣,羅東鎮,賢文里,187,11.14%
宜蘭縣,羅東鎮,公正里,123,10.26%
宜蘭縣,羅東鎮,集祥里,57,11.80%
宜蘭縣,羅東鎮,信義里,137,9.76%
宜蘭縣,羅東鎮,竹林里,85,7.74%
宜蘭縣,羅東鎮,仁愛里,155,11.17%
宜蘭縣,羅東鎮,樹林里,171,11.60%
宜蘭縣,羅東鎮,國華里,210,10.63%
宜蘭縣,羅東鎮,維揚里,97,8.18%
宜蘭縣,羅東鎮,開明里,98,13.58%
宜蘭縣,羅東鎮,中山里,80,11.23%
宜蘭縣,羅東鎮,仁和里,89,15.45%
宜蘭縣,蘇澳鎮,龍德里,163,11.88%
宜蘭縣,蘇澳鎮,頂寮里,32,10.10%
宜蘭縣,蘇澳鎮,永榮里,219,14.81%
宜蘭縣,蘇澳鎮,存仁里,52,14.46%
宜蘭縣,蘇澳鎮,港邊里,127,21.36%
宜蘭縣,蘇澳鎮,隘丁里,183,15.75%
宜蘭縣,蘇澳鎮,新城里,87,15.80%
宜蘭縣,蘇澳鎮,聖湖里,100,11.09%
宜蘭縣,蘇澳鎮,蘇西里,148,12.85%
宜蘭縣,蘇澳鎮,蘇北里,111,19.70%
宜蘭縣,蘇澳鎮,蘇南里,56,21.89%
宜蘭縣,蘇澳鎮,蘇東里,118,25.71%
宜蘭縣,蘇澳鎮,長安里,108,28.44%
宜蘭縣,蘇澳鎮,永光里,74,25.35%
宜蘭縣,蘇澳鎮,永春里,92,26.36%
宜蘭縣,蘇澳鎮,永樂里,60,22.16%
宜蘭縣,蘇澳鎮,南安里,31,8.07%
宜蘭縣,蘇澳鎮,南正里,66,15.14%
宜蘭縣,蘇澳鎮,南成里,58,14.12%
宜蘭縣,蘇澳鎮,南興里,66,12.53%
宜蘭縣,蘇澳鎮,南寧里,51,13.50%
宜蘭縣,蘇澳鎮,南建里,58,12.16%
宜蘭縣,蘇澳鎮,東澳里,38,24.22%
宜蘭縣,蘇澳鎮,南強里,48,12.03%
宜蘭縣,蘇澳鎮,朝陽里,46,14.59%
宜蘭縣,蘇澳鎮,聖愛里,169,13.60%
宜蘭縣,頭城鎮,石城里,36,24.21%
宜蘭縣,頭城鎮,大里里,64,18.43%
宜蘭縣,頭城鎮,大溪里,94,20.78%
宜蘭縣,頭城鎮,合興里,64,29.68%
宜蘭縣,頭城鎮,更新里,92,17.09%
宜蘭縣,頭城鎮,外澳里,109,26.67%
宜蘭縣,頭城鎮,港口里,58,20.16%
宜蘭縣,頭城鎮,武營里,87,12.69%
宜蘭縣,頭城鎮,大坑里,209,31.79%
宜蘭縣,頭城鎮,城東里,57,14.20%
宜蘭縣,頭城鎮,城北里,26,9.68%
宜蘭縣,頭城鎮,城西里,37,13.39%
宜蘭縣,頭城鎮,城南里,66,17.47%
宜蘭縣,頭城鎮,竹安里,111,15.36%
宜蘭縣,頭城鎮,新建里,130,13.75%
宜蘭縣,頭城鎮,拔雅里,179,17.07%
宜蘭縣,頭城鎮,福成里,46,11.99%
宜蘭縣,頭城鎮,金面里,97,12.05%
宜蘭縣,頭城鎮,金盈里,34,11.87%
宜蘭縣,頭城鎮,頂埔里,71,12.53%
宜蘭縣,頭城鎮,下埔里,59,16.96%
宜蘭縣,頭城鎮,中崙里,41,10.89%
宜蘭縣,頭城鎮,二城里,113,20.22%
宜蘭縣,頭城鎮,龜山里,18,7.25%
宜蘭縣,礁溪鄉,白雲村,148,20.88%
宜蘭縣,礁溪鄉,玉石村,718,35.67%
宜蘭縣,礁溪鄉,德陽村,2600,46.68%
宜蘭縣,礁溪鄉,大忠村,1279,36.27%
宜蘭縣,礁溪鄉,大義村,38,12.97%
宜蘭縣,礁溪鄉,六結村,121,15.95%
宜蘭縣,礁溪鄉,二龍村,102,23.99%
宜蘭縣,礁溪鄉,時潮村,115,18.37%
宜蘭縣,礁溪鄉,玉田村,134,16.38%
宜蘭縣,礁溪鄉,三民村,135,13.73%
宜蘭縣,礁溪鄉,林美村,59,15.89%
宜蘭縣,礁溪鄉,白鵝村,57,19.12%
宜蘭縣,礁溪鄉,玉光村,59,16.42%
宜蘭縣,礁溪鄉,光武村,92,16.63%
宜蘭縣,礁溪鄉,吳沙村,171,15.23%
宜蘭縣,礁溪鄉,龍潭村,246,17.14%
宜蘭縣,礁溪鄉,匏崙村,61,16.95%
宜蘭縣,礁溪鄉,二結村,32,21.31%
宜蘭縣,壯圍鄉,吉祥村,113,11.66%
宜蘭縣,壯圍鄉,美福村,79,12.41%
宜蘭縣,壯圍鄉,新南村,51,13.15%
宜蘭縣,壯圍鄉,東港村,55,14.76%
宜蘭縣,壯圍鄉,復興村,80,13.89%
宜蘭縣,壯圍鄉,過嶺村,80,13.06%
宜蘭縣,壯圍鄉,永鎮村,49,16.10%
宜蘭縣,壯圍鄉,忠孝村,92,11.68%
宜蘭縣,壯圍鄉,古亭村,78,14.01%
宜蘭縣,壯圍鄉,功勞村,46,9.90%
宜蘭縣,壯圍鄉,美城村,132,16.29%
宜蘭縣,壯圍鄉,新社村,69,15.93%
宜蘭縣,壯圍鄉,大福村,157,20.63%
宜蘭縣,壯圍鄉,古結村,58,14.07%
宜蘭縣,員山鄉,員山村,220,9.37%
宜蘭縣,員山鄉,尚德村,136,15.49%
宜蘭縣,員山鄉,惠好村,83,13.36%
宜蘭縣,員山鄉,七賢村,82,16.26%
宜蘭縣,員山鄉,深溝村,135,17.38%
宜蘭縣,員山鄉,蓁巷村,87,16.98%
宜蘭縣,員山鄉,內城村,106,17.22%
宜蘭縣,員山鄉,中華村,67,25.87%
宜蘭縣,員山鄉,永和村,79,11.20%
宜蘭縣,員山鄉,頭分村,23,4.86%
宜蘭縣,員山鄉,枕山村,90,10.73%
宜蘭縣,員山鄉,同樂村,116,12.33%
宜蘭縣,員山鄉,湖東村,31,9.95%
宜蘭縣,員山鄉,逸仙村,55,16.26%
宜蘭縣,員山鄉,湖北村,65,17.18%
宜蘭縣,員山鄉,湖西村,90,17.60%
宜蘭縣,冬山鄉,武淵村,71,12.56%
宜蘭縣,冬山鄉,珍珠村,85,12.13%
宜蘭縣,冬山鄉,補城村,83,16.46%
宜蘭縣,冬山鄉,三奇村,68,17.81%
宜蘭縣,冬山鄉,大興村,54,12.31%
宜蘭縣,冬山鄉,東城村,87,13.69%
宜蘭縣,冬山鄉,香和村,112,10.11%
宜蘭縣,冬山鄉,南興村,102,8.87%
宜蘭縣,冬山鄉,冬山村,40,10.70%
宜蘭縣,冬山鄉,安平村,48,15.15%
宜蘭縣,冬山鄉,太和村,103,16.63%
宜蘭縣,冬山鄉,八寶村,60,15.52%
宜蘭縣,冬山鄉,丸山村,83,13.38%
宜蘭縣,冬山鄉,中山村,51,27.54%
宜蘭縣,冬山鄉,順安村,223,10.46%
宜蘭縣,冬山鄉,永美村,118,8.84%
宜蘭縣,冬山鄉,群英村,226,10.55%
宜蘭縣,冬山鄉,清溝村,129,8.41%
宜蘭縣,冬山鄉,鹿埔村,150,13.24%
宜蘭縣,冬山鄉,得安村,95,16.38%
宜蘭縣,冬山鄉,廣興村,114,10.20%
宜蘭縣,冬山鄉,廣安村,88,10.85%
宜蘭縣,冬山鄉,柯林村,135,15.75%
宜蘭縣,冬山鄉,大進村,69,20.48%
宜蘭縣,五結鄉,三興村,148,16.01%
宜蘭縣,五結鄉,二結村,129,16.24%
