縣市,鄉鎮市區,村里,102年宅數,102年比例
臺北市,松山區,莊敬里,81,4.92%
臺北市,松山區,東榮里,85,3.54%
臺北市,松山區,三民里,115,4.66%
臺北市,松山區,新益里,72,4.64%
臺北市,松山區,富錦里,96,5.23%
臺北市,松山區,新東里,95,5.50%
臺北市,松山區,富泰里,137,7.28%
臺北市,松山區,介壽里,70,5.57%
臺北市,松山區,精忠里,73,5.11%
臺北市,松山區,東光里,188,7.29%
臺北市,松山區,龍田里,94,2.99%
臺北市,松山區,東昌里,41,5.30%
臺北市,松山區,東勢里,132,9.26%
臺北市,松山區,中華里,101,5.16%
臺北市,松山區,民有里,172,5.41%
臺北市,松山區,民福里,114,4.62%
臺北市,松山區,慈祐里,245,8.69%
臺北市,松山區,安平里,333,10.47%
臺北市,松山區,鵬程里,83,4.80%
臺北市,松山區,自強里,98,3.29%
臺北市,松山區,吉祥里,174,5.83%
臺北市,松山區,新聚里,197,6.71%
臺北市,松山區,復盛里,102,4.82%
臺北市,松山區,中正里,250,8.85%
臺北市,松山區,中崙里,157,11.40%
臺北市,松山區,美仁里,76,7.58%
臺北市,松山區,吉仁里,45,3.96%
臺北市,松山區,敦化里,74,4.09%
臺北市,松山區,復源里,34,3.46%
臺北市,松山區,復建里,102,7.12%
臺北市,松山區,復勢里,168,7.81%
臺北市,松山區,福成里,42,5.68%
臺北市,松山區,松基里,101,7.03%
臺北市,信義區,西村里,71,4.99%
臺北市,信義區,正和里,145,9.15%
臺北市,信義區,興隆里,60,5.40%
臺北市,信義區,中興里,139,8.68%
臺北市,信義區,新仁里,72,5.72%
臺北市,信義區,興雅里,108,5.17%
臺北市,信義區,敦厚里,275,12.67%
臺北市,信義區,廣居里,84,3.52%
臺北市,信義區,安康里,386,9.24%
臺北市,信義區,六藝里,41,3.97%
臺北市,信義區,雅祥里,118,6.58%
臺北市,信義區,五常里,58,4.65%
臺北市,信義區,五全里,66,3.84%
臺北市,信義區,永吉里,43,3.76%
臺北市,信義區,長春里,72,5.39%
臺北市,信義區,四育里,67,3.91%
臺北市,信義區,四維里,80,4.35%
臺北市,信義區,永春里,82,5.22%
臺北市,信義區,富台里,109,6.06%
臺北市,信義區,國業里,105,4.45%
臺北市,信義區,松隆里,48,7.59%
臺北市,信義區,松友里,85,4.37%
臺北市,信義區,松光里,102,5.83%
臺北市,信義區,中坡里,51,3.64%
臺北市,信義區,中行里,108,4.43%
臺北市,信義區,大道里,77,3.77%
臺北市,信義區,大仁里,55,2.97%
臺北市,信義區,景新里,123,6.31%
臺北市,信義區,惠安里,133,5.95%
臺北市,信義區,三張里,150,4.86%
臺北市,信義區,三犁里,121,5.56%
臺北市,信義區,六合里,176,7.07%
臺北市,信義區,泰和里,172,6.57%
臺北市,信義區,景聯里,91,5.57%
臺北市,信義區,景勤里,62,4.51%
臺北市,信義區,雙和里,115,4.36%
臺北市,信義區,嘉興里,50,4.44%
臺北市,信義區,黎順里,109,7.27%
臺北市,信義區,黎平里,146,5.28%
臺北市,信義區,黎忠里,69,4.01%
臺北市,信義區,黎安里,22,6.13%
臺北市,大安區,德安里,152,7.49%
臺北市,大安區,仁慈里,132,8.14%
臺北市,大安區,和安里,156,7.73%
臺北市,大安區,民炤里,204,7.29%
臺北市,大安區,仁愛里,125,6.80%
臺北市,大安區,義村里,117,5.39%
臺北市,大安區,民輝里,138,5.38%
臺北市,大安區,昌隆里,62,6.17%
臺北市,大安區,誠安里,122,7.36%
臺北市,大安區,光武里,222,7.67%
臺北市,大安區,龍坡里,119,6.81%
臺北市,大安區,龍泉里,116,7.00%
臺北市,大安區,古風里,98,6.63%
臺北市,大安區,古莊里,187,7.13%
臺北市,大安區,龍安里,154,9.09%
臺北市,大安區,錦安里,124,6.82%
臺北市,大安區,福住里,118,6.55%
臺北市,大安區,永康里,132,11.48%
臺北市,大安區,光明里,96,8.71%
臺北市,大安區,錦泰里,64,6.67%
臺北市,大安區,錦華里,92,5.89%
臺北市,大安區,龍圖里,149,6.33%
臺北市,大安區,新龍里,84,4.39%
臺北市,大安區,龍陣里,76,6.16%
臺北市,大安區,龍雲里,115,7.39%
臺北市,大安區,龍生里,93,5.01%
臺北市,大安區,住安里,230,11.18%
臺北市,大安區,義安里,150,7.57%
臺北市,大安區,通化里,210,9.37%
臺北市,大安區,通安里,116,5.80%
臺北市,大安區,臨江里,77,5.11%
臺北市,大安區,法治里,99,6.03%
臺北市,大安區,全安里,92,5.66%
臺北市,大安區,群賢里,178,8.24%
臺北市,大安區,群英里,116,4.89%
臺北市,大安區,虎嘯里,160,10.01%
臺北市,大安區,臥龍里,23,3.58%
臺北市,大安區,龍淵里,117,4.95%
臺北市,大安區,龍門里,84,6.37%
臺北市,大安區,大學里,201,7.14%
臺北市,大安區,芳和里,127,6.60%
臺北市,大安區,黎元里,76,4.60%
臺北市,大安區,黎孝里,107,4.29%
臺北市,大安區,黎和里,115,6.31%
臺北市,大安區,建安里,137,7.41%
臺北市,大安區,建倫里,86,4.35%
臺北市,大安區,敦安里,105,5.35%
臺北市,大安區,正聲里,120,7.75%
臺北市,大安區,敦煌里,100,5.19%
臺北市,大安區,華聲里,88,6.06%
臺北市,大安區,車層里,93,4.65%
臺北市,大安區,光信里,158,6.47%
臺北市,大安區,學府里,33,7.56%
臺北市,中山區,正守里,109,8.22%
臺北市,中山區,正義里,337,10.42%
臺北市,中山區,正得里,367,16.06%
臺北市,中山區,民安里,223,10.42%
臺北市,中山區,康樂里,198,11.35%
臺北市,中山區,中山里,512,11.26%
臺北市,中山區,聚盛里,417,13.31%
臺北市,中山區,集英里,343,10.95%
臺北市,中山區,聚葉里,268,12.21%
臺北市,中山區,恆安里,322,10.92%
臺北市,中山區,晴光里,372,10.66%
臺北市,中山區,圓山里,217,10.89%
臺北市,中山區,劍潭里,68,4.62%
臺北市,中山區,大直里,104,3.59%
臺北市,中山區,成功里,242,8.02%
臺北市,中山區,永安里,194,5.67%
臺北市,中山區,大佳里,12,11.11%
臺北市,中山區,新喜里,120,6.42%
臺北市,中山區,新庄里,112,5.87%
臺北市,中山區,新福里,172,8.10%
臺北市,中山區,松江里,147,6.52%
臺北市,中山區,新生里,177,9.01%
臺北市,中山區,中庄里,137,7.17%
臺北市,中山區,行政里,93,5.23%
臺北市,中山區,行仁里,92,3.83%
臺北市,中山區,行孝里,51,4.00%
臺北市,中山區,下埤里,136,5.22%
臺北市,中山區,江寧里,128,4.96%
臺北市,中山區,江山里,130,4.76%
臺北市,中山區,中吉里,120,6.24%
臺北市,中山區,中原里,160,7.83%
臺北市,中山區,興亞里,405,16.09%
臺北市,中山區,中央里,78,6.24%
臺北市,中山區,朱馥里,148,6.81%
臺北市,中山區,龍洲里,81,4.49%
臺北市,中山區,朱園里,339,15.05%
臺北市,中山區,埤頭里,169,10.51%
臺北市,中山區,朱崙里,116,8.51%
臺北市,中山區,力行里,262,10.21%
臺北市,中山區,復華里,148,7.29%
臺北市,中山區,金泰里,145,4.47%
臺北市,中山區,北安里,168,18.06%
臺北市,中正區,水源里,95,7.59%
臺北市,中正區,富水里,69,10.59%
臺北市,中正區,文盛里,102,9.75%
臺北市,中正區,林興里,191,10.34%
臺北市,中正區,河堤里,144,8.05%
臺北市,中正區,頂東里,224,8.40%
臺北市,中正區,網溪里,256,11.44%
臺北市,中正區,板溪里,150,10.91%
臺北市,中正區,螢圃里,188,8.90%
臺北市,中正區,螢雪里,130,8.04%
臺北市,中正區,永功里,215,10.58%
臺北市,中正區,永昌里,135,7.74%
臺北市,中正區,龍興里,91,10.48%
臺北市,中正區,忠勤里,267,10.16%
臺北市,中正區,廈安里,179,14.72%
臺北市,中正區,愛國里,49,5.66%
臺北市,中正區,南門里,68,8.84%
臺北市,中正區,龍光里,97,10.44%
臺北市,中正區,南福里,424,12.83%
臺北市,中正區,龍福里,151,9.93%
臺北市,中正區,新營里,180,8.50%
臺北市,中正區,建國里,83,20.65%
臺北市,中正區,光復里,259,19.02%
臺北市,中正區,黎明里,227,17.63%
臺北市,中正區,梅花里,131,9.55%
臺北市,中正區,幸福里,135,7.87%
臺北市,中正區,幸市里,160,8.93%
臺北市,中正區,東門里,107,7.87%
臺北市,中正區,文北里,135,6.92%
臺北市,中正區,文祥里,165,7.71%
臺北市,中正區,三愛里,268,9.09%
臺北市,大同區,玉泉里,139,10.86%
臺北市,大同區,建明里,247,14.18%
臺北市,大同區,建功里,281,15.19%
臺北市,大同區,建泰里,151,11.06%
臺北市,大同區,永樂里,257,12.69%
臺北市,大同區,朝陽里,244,12.66%
臺北市,大同區,星明里,228,10.11%
臺北市,大同區,光能里,209,12.59%
臺北市,大同區,大有里,193,12.28%
臺北市,大同區,延平里,214,13.06%
臺北市,大同區,雙連里,203,7.35%
臺北市,大同區,南芳里,165,11.90%
臺北市,大同區,民權里,180,8.48%
臺北市,大同區,景星里,121,13.50%
臺北市,大同區,隆和里,71,7.48%
臺北市,大同區,蓬萊里,192,11.15%
臺北市,大同區,國順里,88,10.08%
臺北市,大同區,國慶里,120,7.80%
臺北市,大同區,揚雅里,96,7.83%
臺北市,大同區,斯文里,164,8.50%
臺北市,大同區,鄰江里,143,7.19%
臺北市,大同區,至聖里,298,10.18%
臺北市,大同區,老師里,95,6.02%
臺北市,大同區,重慶里,116,5.33%
臺北市,大同區,保安里,145,11.19%
臺北市,萬華區,福星里,394,15.91%
臺北市,萬華區,萬壽里,288,13.32%
臺北市,萬華區,西門里,285,12.81%
臺北市,萬華區,新起里,327,11.30%
臺北市,萬華區,菜園里,330,13.37%
臺北市,萬華區,青山里,193,8.43%
臺北市,萬華區,富民里,184,9.89%
臺北市,萬華區,福音里,145,11.15%
臺北市,萬華區,仁德里,213,11.29%
臺北市,萬華區,富福里,162,10.44%
臺北市,萬華區,頂碩里,230,9.22%
臺北市,萬華區,雙園里,175,11.06%
臺北市,萬華區,新忠里,227,15.94%
臺北市,萬華區,新和里,214,8.68%
臺北市,萬華區,糖?里,150,7.97%
臺北市,萬華區,和平里,211,8.87%
臺北市,萬華區,綠堤里,107,7.07%
臺北市,萬華區,華江里,156,5.70%
臺北市,萬華區,柳鄉里,134,8.00%
臺北市,萬華區,日善里,102,8.89%
臺北市,萬華區,新安里,198,9.59%
臺北市,萬華區,忠德里,137,9.64%
臺北市,萬華區,孝德里,70,6.61%
臺北市,萬華區,和德里,255,10.18%
臺北市,萬華區,錦德里,100,5.62%
臺北市,萬華區,全德里,93,7.03%
臺北市,萬華區,保德里,118,10.96%
臺北市,萬華區,銘德里,103,6.53%
臺北市,萬華區,榮德里,110,9.91%
